id;name;manufacturer;caliber;weight_grains;bc_g1;bc_g7;type;quantity;cost_per_unit;notes;bc_segments_json;source;source_version;external_id;external_ref;source_kind;evidence_level;display_name;source_label;profile_json;raw_json
329;MONO RN;A-Square;.284;175.0;0.292;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|MONO RN|.284|175.0;reference_memory_dump;memory_extracted;A-Square MONO RN;Internal reference seed;"{""diameter_mm"": 7.21, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""MONO RN"", ""lotid"": """", ""caliber"": "".284"", ""gdia"": 7.21, ""glen"": 25.4, ""gmass"": 175, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.292, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 36}"
311;DeadTough;A-Square;.308;180.0;0.249;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|DeadTough|.308|180.0;reference_memory_dump;memory_extracted;A-Square DeadTough;Internal reference seed;"{""diameter_mm"": 7.82, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""DeadTough"", ""lotid"": """", ""caliber"": "".308"", ""gdia"": 7.82, ""glen"": 25.4, ""gmass"": 180, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.249, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 18}"
350;MONO RN;A-Square;.308;180.0;0.249;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|MONO RN|.308|180.0;reference_memory_dump;memory_extracted;A-Square MONO RN;Internal reference seed;"{""diameter_mm"": 7.82, ""length_mm"": 26.2, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""MONO RN"", ""lotid"": """", ""caliber"": "".308"", ""gdia"": 7.82, ""glen"": 26.2, ""gmass"": 180, ""gpressure"": 270, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.249, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 57}"
330;MONO RN;A-Square;.308;220.0;0.297;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|MONO RN|.308|220.0;reference_memory_dump;memory_extracted;A-Square MONO RN;Internal reference seed;"{""diameter_mm"": 7.82, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""MONO RN"", ""lotid"": """", ""caliber"": "".308"", ""gdia"": 7.82, ""glen"": 25.4, ""gmass"": 220, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.297, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 37}"
331;MONO RN;A-Square;.323;220.0;0.285;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|MONO RN|.323|220.0;reference_memory_dump;memory_extracted;A-Square MONO RN;Internal reference seed;"{""diameter_mm"": 8.2, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""MONO RN"", ""lotid"": """", ""caliber"": "".323"", ""gdia"": 8.2, ""glen"": 25.4, ""gmass"": 220, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.285, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 38}"
294;DeadTough;A-Square;.338;250.0;0.3;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|DeadTough|.338|250.0;reference_memory_dump;memory_extracted;A-Square DeadTough;Internal reference seed;"{""diameter_mm"": 8.59, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""DeadTough"", ""lotid"": """", ""caliber"": "".338"", ""gdia"": 8.59, ""glen"": 25.4, ""gmass"": 250, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.3, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 1}"
312;LionLoad;A-Square;.338;250.0;0.3;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|LionLoad|.338|250.0;reference_memory_dump;memory_extracted;A-Square LionLoad;Internal reference seed;"{""diameter_mm"": 8.59, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""LionLoad"", ""lotid"": """", ""caliber"": "".338"", ""gdia"": 8.59, ""glen"": 25.4, ""gmass"": 250, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.3, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 19}"
332;MONO RN;A-Square;.338;250.0;0.3;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|MONO RN|.338|250.0;reference_memory_dump;memory_extracted;A-Square MONO RN;Internal reference seed;"{""diameter_mm"": 8.59, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""MONO RN"", ""lotid"": """", ""caliber"": "".338"", ""gdia"": 8.59, ""glen"": 25.4, ""gmass"": 250, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.3, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 39}"
295;DeadTough;A-Square;.358;275.0;0.293;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|DeadTough|.358|275.0;reference_memory_dump;memory_extracted;A-Square DeadTough;Internal reference seed;"{""diameter_mm"": 9.09, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""DeadTough"", ""lotid"": """", ""caliber"": "".358"", ""gdia"": 9.09, ""glen"": 25.4, ""gmass"": 275, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.293, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 2}"
313;LionLoad;A-Square;.358;275.0;0.293;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|LionLoad|.358|275.0;reference_memory_dump;memory_extracted;A-Square LionLoad;Internal reference seed;"{""diameter_mm"": 9.09, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""LionLoad"", ""lotid"": """", ""caliber"": "".358"", ""gdia"": 9.09, ""glen"": 25.4, ""gmass"": 275, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.293, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 20}"
333;MONO RN;A-Square;.358;275.0;0.293;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|MONO RN|.358|275.0;reference_memory_dump;memory_extracted;A-Square MONO RN;Internal reference seed;"{""diameter_mm"": 9.09, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""MONO RN"", ""lotid"": """", ""caliber"": "".358"", ""gdia"": 9.09, ""glen"": 25.4, ""gmass"": 275, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.293, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 40}"
296;DeadTough;A-Square;.366;286.0;0.279;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|DeadTough|.366|286.0;reference_memory_dump;memory_extracted;A-Square DeadTough;Internal reference seed;"{""diameter_mm"": 9.3, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""DeadTough"", ""lotid"": """", ""caliber"": "".366"", ""gdia"": 9.3, ""glen"": 25.4, ""gmass"": 286, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.279, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 3}"
314;LionLoad;A-Square;.366;286.0;0.279;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|LionLoad|.366|286.0;reference_memory_dump;memory_extracted;A-Square LionLoad;Internal reference seed;"{""diameter_mm"": 9.3, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""LionLoad"", ""lotid"": """", ""caliber"": "".366"", ""gdia"": 9.3, ""glen"": 25.4, ""gmass"": 286, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.279, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 21}"
334;MONO RN;A-Square;.366;286.0;0.279;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|MONO RN|.366|286.0;reference_memory_dump;memory_extracted;A-Square MONO RN;Internal reference seed;"{""diameter_mm"": 9.3, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""MONO RN"", ""lotid"": """", ""caliber"": "".366"", ""gdia"": 9.3, ""glen"": 25.4, ""gmass"": 286, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.279, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 41}"
297;DeadTough;A-Square;.375;300.0;0.284;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|DeadTough|.375|300.0;reference_memory_dump;memory_extracted;A-Square DeadTough;Internal reference seed;"{""diameter_mm"": 9.52, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""DeadTough"", ""lotid"": """", ""caliber"": "".375"", ""gdia"": 9.52, ""glen"": 25.4, ""gmass"": 300, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.284, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 4}"
315;LionLoad;A-Square;.375;300.0;0.284;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|LionLoad|.375|300.0;reference_memory_dump;memory_extracted;A-Square LionLoad;Internal reference seed;"{""diameter_mm"": 9.52, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""LionLoad"", ""lotid"": """", ""caliber"": "".375"", ""gdia"": 9.52, ""glen"": 25.4, ""gmass"": 300, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.284, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 22}"
335;MONO RN;A-Square;.375;300.0;0.284;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|MONO RN|.375|300.0;reference_memory_dump;memory_extracted;A-Square MONO RN;Internal reference seed;"{""diameter_mm"": 9.52, ""length_mm"": 29.3, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""MONO RN"", ""lotid"": """", ""caliber"": "".375"", ""gdia"": 9.52, ""glen"": 29.3, ""gmass"": 300, ""gpressure"": 270, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.284, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 42}"
298;DeadTough;A-Square;.409;400.0;0.322;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|DeadTough|.409|400.0;reference_memory_dump;memory_extracted;A-Square DeadTough;Internal reference seed;"{""diameter_mm"": 10.39, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""DeadTough"", ""lotid"": """", ""caliber"": "".409"", ""gdia"": 10.39, ""glen"": 25.4, ""gmass"": 400, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.322, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 5}"
316;LionLoad;A-Square;.409;400.0;0.322;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|LionLoad|.409|400.0;reference_memory_dump;memory_extracted;A-Square LionLoad;Internal reference seed;"{""diameter_mm"": 10.39, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""LionLoad"", ""lotid"": """", ""caliber"": "".409"", ""gdia"": 10.39, ""glen"": 25.4, ""gmass"": 400, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.322, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 23}"
336;MONO RN;A-Square;.409;400.0;0.322;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|MONO RN|.409|400.0;reference_memory_dump;memory_extracted;A-Square MONO RN;Internal reference seed;"{""diameter_mm"": 10.39, ""length_mm"": 39.7, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""MONO RN"", ""lotid"": """", ""caliber"": "".409"", ""gdia"": 10.39, ""glen"": 39.7, ""gmass"": 400, ""gpressure"": 270, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.322, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 43}"
299;DeadTough;A-Square;.416;400.0;0.316;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|DeadTough|.416|400.0;reference_memory_dump;memory_extracted;A-Square DeadTough;Internal reference seed;"{""diameter_mm"": 10.57, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""DeadTough"", ""lotid"": """", ""caliber"": "".416"", ""gdia"": 10.57, ""glen"": 25.4, ""gmass"": 400, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.316, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 6}"
317;LionLoad;A-Square;.416;400.0;0.316;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|LionLoad|.416|400.0;reference_memory_dump;memory_extracted;A-Square LionLoad;Internal reference seed;"{""diameter_mm"": 10.57, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""LionLoad"", ""lotid"": """", ""caliber"": "".416"", ""gdia"": 10.57, ""glen"": 25.4, ""gmass"": 400, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.316, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 24}"
337;MONO RN;A-Square;.416;400.0;0.316;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|MONO RN|.416|400.0;reference_memory_dump;memory_extracted;A-Square MONO RN;Internal reference seed;"{""diameter_mm"": 10.57, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""MONO RN"", ""lotid"": """", ""caliber"": "".416"", ""gdia"": 10.57, ""glen"": 25.4, ""gmass"": 400, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.316, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 44}"
300;DeadTough;A-Square;.423;400.0;0.311;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|A-Square|DeadTough|.423|400.0;reference_memory_dump;memory_extracted;A-Square DeadTough;Internal reference seed;"{""diameter_mm"": 10.74, ""length_mm"": 25.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""A-Square"", ""pname"": ""DeadTough"", ""lotid"": """", ""caliber"": "".423"", ""gdia"": 10.74, ""glen"": 25.4, ""gmass"": 400, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.311, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 7}"
