id;name;manufacturer;caliber;weight_grains;bc_g1;bc_g7;type;quantity;cost_per_unit;notes;bc_segments_json;source;source_version;external_id;external_ref;source_kind;evidence_level;display_name;source_label;profile_json;raw_json;diameter_mm;diameter_in;diameter_source;length_mm;length_source;recommended_twist;raw_type;profile_type;base_type;tip_type;shape_family;construction_type;intended_use;inference_confidence;bc_segment_count;profile_keys;raw_keys;minimum_expansion_fps;preferred_impact_min_fps;preferred_impact_max_fps;terminal_notes;geometry_notes
704;TSX BT 30289;Barnes;.284;140.0;0.394;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|Barnes|TSX BT 30289|.284|140.0;reference_memory_dump;memory_extracted;Barnes TSX BT 30289;Internal reference seed;"{""diameter_mm"": 7.21, ""length_mm"": 32.2, ""tail_dia_a_mm"": 7.2, ""tail_dia_b_mm"": 6.3, ""tail_height_mm"": 3.2, ""tail_type"": ""2"", ""ubcs"": null}";"{""id"": null, ""mname"": ""Barnes"", ""pname"": ""TSX BT 30289"", ""lotid"": """", ""caliber"": "".284"", ""gdia"": 7.21, ""glen"": 32.2, ""gmass"": 140, ""gpressure"": 350, ""gfriction"": 0, ""gtaildiaA"": 7.2, ""gtaildiaB"": 6.3, ""gtailh"": 3.2, ""gtailtype"": 2, ""gdepthmax"": 0, ""g1bc"": 0.394, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 415}";7.21;0.2839;profile_json;32.2;profile_json;9.5;;;boat_tail;hollow_or_tipped;round_nose;monolithic;hunting;high;0;diameter_mm, length_mm, tail_dia_a_mm, tail_dia_b_mm, tail_height_mm, tail_type, ubcs;caliber, cby, cdate, descr, g1bc, g7bc, gUBCS, gdepthmax, gdia, geloescht, gfriction, glen, gmass, gpressure, gtaildiaA, gtaildiaB, gtailh, gtailtype, id, imageUuid, lotid, mby, mdate, mname, mode, origin, pname, rowid, status, type;1900.0;2000.0;3200.0;monolithic profile;Greenhill ca. 1:9.5 | boat tail | monolithic | monolithic profile
761;TSXBT 28444;Barnes;.284;140.0;0.394;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|Barnes|TSXBT 28444|.284|140.0;reference_memory_dump;memory_extracted;Barnes TSXBT 28444;Internal reference seed;"{""diameter_mm"": 7.21, ""length_mm"": 32.2, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""Barnes"", ""pname"": ""TSXBT 28444"", ""lotid"": """", ""caliber"": "".284"", ""gdia"": 7.21, ""glen"": 32.2, ""gmass"": 140, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.394, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 472}";7.21;0.2839;profile_json;32.2;profile_json;9.5;;;boat_tail;hollow_or_tipped;round_nose;monolithic;hunting;high;0;diameter_mm, length_mm, tail_dia_a_mm, tail_dia_b_mm, tail_height_mm, tail_type, ubcs;caliber, cby, cdate, descr, g1bc, g7bc, gUBCS, gdepthmax, gdia, geloescht, gfriction, glen, gmass, gpressure, gtaildiaA, gtaildiaB, gtailh, gtailtype, id, imageUuid, lotid, mby, mdate, mname, mode, origin, pname, rowid, status, type;1900.0;2000.0;3200.0;monolithic profile;Greenhill ca. 1:9.5 | boat tail | monolithic | monolithic profile
782;TTSX BT 30300;Barnes;.284;140.0;0.412;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|Barnes|TTSX BT 30300|.284|140.0;reference_memory_dump;memory_extracted;Barnes TTSX BT 30300;Internal reference seed;"{""diameter_mm"": 7.21, ""length_mm"": 34.7, ""tail_dia_a_mm"": 7.2, ""tail_dia_b_mm"": 6.3, ""tail_height_mm"": 3.2, ""tail_type"": ""2"", ""ubcs"": null}";"{""id"": null, ""mname"": ""Barnes"", ""pname"": ""TTSX BT 30300"", ""lotid"": """", ""caliber"": "".284"", ""gdia"": 7.21, ""glen"": 34.7, ""gmass"": 140, ""gpressure"": 350, ""gfriction"": 0, ""gtaildiaA"": 7.2, ""gtaildiaB"": 6.3, ""gtailh"": 3.2, ""gtailtype"": 2, ""gdepthmax"": 0, ""g1bc"": 0.412, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 493}";7.21;0.2839;profile_json;34.7;profile_json;8.8;;;boat_tail;hollow_or_tipped;round_nose;monolithic;hunting;high;0;diameter_mm, length_mm, tail_dia_a_mm, tail_dia_b_mm, tail_height_mm, tail_type, ubcs;caliber, cby, cdate, descr, g1bc, g7bc, gUBCS, gdepthmax, gdia, geloescht, gfriction, glen, gmass, gpressure, gtaildiaA, gtaildiaB, gtailh, gtailtype, id, imageUuid, lotid, mby, mdate, mname, mode, origin, pname, rowid, status, type;1900.0;2000.0;3200.0;monolithic profile;Greenhill ca. 1:8.8 | boat tail | monolithic | monolithic profile
808;TTSXBT 28474;Barnes;.284;140.0;0.412;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|Barnes|TTSXBT 28474|.284|140.0;reference_memory_dump;memory_extracted;Barnes TTSXBT 28474;Internal reference seed;"{""diameter_mm"": 7.21, ""length_mm"": 34.1, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""Barnes"", ""pname"": ""TTSXBT 28474"", ""lotid"": """", ""caliber"": "".284"", ""gdia"": 7.21, ""glen"": 34.1, ""gmass"": 140, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.412, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 519}";7.21;0.2839;profile_json;34.1;profile_json;9.0;;;boat_tail;hollow_or_tipped;round_nose;monolithic;hunting;high;0;diameter_mm, length_mm, tail_dia_a_mm, tail_dia_b_mm, tail_height_mm, tail_type, ubcs;caliber, cby, cdate, descr, g1bc, g7bc, gUBCS, gdepthmax, gdia, geloescht, gfriction, glen, gmass, gpressure, gtaildiaA, gtaildiaB, gtailh, gtailtype, id, imageUuid, lotid, mby, mdate, mname, mode, origin, pname, rowid, status, type;1900.0;2000.0;3200.0;monolithic profile;Greenhill ca. 1:9.0 | boat tail | monolithic | monolithic profile
840;X BT 28426;Barnes;.284;140.0;0.477;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|Barnes|X BT 28426|.284|140.0;reference_memory_dump;memory_extracted;Barnes X BT 28426;Internal reference seed;"{""diameter_mm"": 7.21, ""length_mm"": 32.6, ""tail_dia_a_mm"": 7.2, ""tail_dia_b_mm"": 6.3, ""tail_height_mm"": 3.2, ""tail_type"": ""2"", ""ubcs"": null}";"{""id"": null, ""mname"": ""Barnes"", ""pname"": ""X BT 28426"", ""lotid"": """", ""caliber"": "".284"", ""gdia"": 7.21, ""glen"": 32.6, ""gmass"": 140, ""gpressure"": 460, ""gfriction"": 0, ""gtaildiaA"": 7.2, ""gtaildiaB"": 6.3, ""gtailh"": 3.2, ""gtailtype"": 2, ""gdepthmax"": 0, ""g1bc"": 0.477, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 551}";7.21;0.2839;profile_json;32.6;profile_json;9.4;;;boat_tail;round_nose;round_nose;;;medium;0;diameter_mm, length_mm, tail_dia_a_mm, tail_dia_b_mm, tail_height_mm, tail_type, ubcs;caliber, cby, cdate, descr, g1bc, g7bc, gUBCS, gdepthmax, gdia, geloescht, gfriction, glen, gmass, gpressure, gtaildiaA, gtaildiaB, gtailh, gtailtype, id, imageUuid, lotid, mby, mdate, mname, mode, origin, pname, rowid, status, type;;;;;Greenhill ca. 1:9.4 | boat tail
880;X S 28425;Barnes;.284;140.0;0.428;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|Barnes|X S 28425|.284|140.0;reference_memory_dump;memory_extracted;Barnes X S 28425;Internal reference seed;"{""diameter_mm"": 7.21, ""length_mm"": 32.4, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""Barnes"", ""pname"": ""X S 28425"", ""lotid"": """", ""caliber"": "".284"", ""gdia"": 7.21, ""glen"": 32.4, ""gmass"": 140, ""gpressure"": 460, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.428, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 592}";7.21;0.2839;profile_json;32.4;profile_json;9.5;;;flat_base;round_nose;round_nose;;;medium;0;diameter_mm, length_mm, tail_dia_a_mm, tail_dia_b_mm, tail_height_mm, tail_type, ubcs;caliber, cby, cdate, descr, g1bc, g7bc, gUBCS, gdepthmax, gdia, geloescht, gfriction, glen, gmass, gpressure, gtaildiaA, gtaildiaB, gtailh, gtailtype, id, imageUuid, lotid, mby, mdate, mname, mode, origin, pname, rowid, status, type;;;;;Greenhill ca. 1:9.5 | flat base
930;XLC BT 28455;Barnes;.284;140.0;0.428;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|Barnes|XLC BT 28455|.284|140.0;reference_memory_dump;memory_extracted;Barnes XLC BT 28455;Internal reference seed;"{""diameter_mm"": 7.21, ""length_mm"": 32.6, ""tail_dia_a_mm"": 7.2, ""tail_dia_b_mm"": 6.3, ""tail_height_mm"": 3.2, ""tail_type"": ""2"", ""ubcs"": null}";"{""id"": null, ""mname"": ""Barnes"", ""pname"": ""XLC BT 28455"", ""lotid"": """", ""caliber"": "".284"", ""gdia"": 7.21, ""glen"": 32.6, ""gmass"": 140, ""gpressure"": 410, ""gfriction"": 0, ""gtaildiaA"": 7.2, ""gtaildiaB"": 6.3, ""gtailh"": 3.2, ""gtailtype"": 2, ""gdepthmax"": 0, ""g1bc"": 0.428, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 642}";7.21;0.2839;profile_json;32.6;profile_json;9.4;;;boat_tail;round_nose;round_nose;;;medium;0;diameter_mm, length_mm, tail_dia_a_mm, tail_dia_b_mm, tail_height_mm, tail_type, ubcs;caliber, cby, cdate, descr, g1bc, g7bc, gUBCS, gdepthmax, gdia, geloescht, gfriction, glen, gmass, gpressure, gtaildiaA, gtaildiaB, gtailh, gtailtype, id, imageUuid, lotid, mby, mdate, mname, mode, origin, pname, rowid, status, type;;;;;Greenhill ca. 1:9.4 | boat tail
476;LRX BT 30282;Barnes;.284;145.0;0.486;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|Barnes|LRX BT 30282|.284|145.0;reference_memory_dump;memory_extracted;Barnes LRX BT 30282;Internal reference seed;"{""diameter_mm"": 7.21, ""length_mm"": 36.2, ""tail_dia_a_mm"": 7.2, ""tail_dia_b_mm"": 6.3, ""tail_height_mm"": 3.2, ""tail_type"": ""2"", ""ubcs"": null}";"{""id"": null, ""mname"": ""Barnes"", ""pname"": ""LRX BT 30282"", ""lotid"": """", ""caliber"": "".284"", ""gdia"": 7.21, ""glen"": 36.2, ""gmass"": 145, ""gpressure"": 350, ""gfriction"": 0, ""gtaildiaA"": 7.2, ""gtaildiaB"": 6.3, ""gtailh"": 3.2, ""gtailtype"": 2, ""gdepthmax"": 0, ""g1bc"": 0.486, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 185}";7.21;0.2839;profile_json;36.2;profile_json;8.5;;;boat_tail;hollow_or_tipped;round_nose;monolithic;hunting;high;0;diameter_mm, length_mm, tail_dia_a_mm, tail_dia_b_mm, tail_height_mm, tail_type, ubcs;caliber, cby, cdate, descr, g1bc, g7bc, gUBCS, gdepthmax, gdia, geloescht, gfriction, glen, gmass, gpressure, gtaildiaA, gtaildiaB, gtailh, gtailtype, id, imageUuid, lotid, mby, mdate, mname, mode, origin, pname, rowid, status, type;1900.0;2000.0;3200.0;monolithic profile;Greenhill ca. 1:8.5 | boat tail | monolithic | monolithic profile
694;TSX BT 28447;Barnes;.284;150.0;0.408;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|Barnes|TSX BT 28447|.284|150.0;reference_memory_dump;memory_extracted;Barnes TSX BT 28447;Internal reference seed;"{""diameter_mm"": 7.21, ""length_mm"": 33.3, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""Barnes"", ""pname"": ""TSX BT 28447"", ""lotid"": """", ""caliber"": "".284"", ""gdia"": 7.21, ""glen"": 33.3, ""gmass"": 150, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.408, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 405}";7.21;0.2839;profile_json;33.3;profile_json;9.2;;;boat_tail;hollow_or_tipped;round_nose;monolithic;hunting;high;0;diameter_mm, length_mm, tail_dia_a_mm, tail_dia_b_mm, tail_height_mm, tail_type, ubcs;caliber, cby, cdate, descr, g1bc, g7bc, gUBCS, gdepthmax, gdia, geloescht, gfriction, glen, gmass, gpressure, gtaildiaA, gtaildiaB, gtailh, gtailtype, id, imageUuid, lotid, mby, mdate, mname, mode, origin, pname, rowid, status, type;1900.0;2000.0;3200.0;monolithic profile;Greenhill ca. 1:9.2 | boat tail | monolithic | monolithic profile
705;TSX BT 30293;Barnes;.284;150.0;0.408;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|Barnes|TSX BT 30293|.284|150.0;reference_memory_dump;memory_extracted;Barnes TSX BT 30293;Internal reference seed;"{""diameter_mm"": 7.21, ""length_mm"": 33.3, ""tail_dia_a_mm"": 7.2, ""tail_dia_b_mm"": 6.3, ""tail_height_mm"": 3.2, ""tail_type"": ""2"", ""ubcs"": null}";"{""id"": null, ""mname"": ""Barnes"", ""pname"": ""TSX BT 30293"", ""lotid"": """", ""caliber"": "".284"", ""gdia"": 7.21, ""glen"": 33.3, ""gmass"": 150, ""gpressure"": 350, ""gfriction"": 0, ""gtaildiaA"": 7.2, ""gtaildiaB"": 6.3, ""gtailh"": 3.2, ""gtailtype"": 2, ""gdepthmax"": 0, ""g1bc"": 0.408, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 416}";7.21;0.2839;profile_json;33.3;profile_json;9.2;;;boat_tail;hollow_or_tipped;round_nose;monolithic;hunting;high;0;diameter_mm, length_mm, tail_dia_a_mm, tail_dia_b_mm, tail_height_mm, tail_type, ubcs;caliber, cby, cdate, descr, g1bc, g7bc, gUBCS, gdepthmax, gdia, geloescht, gfriction, glen, gmass, gpressure, gtaildiaA, gtaildiaB, gtailh, gtailtype, id, imageUuid, lotid, mby, mdate, mname, mode, origin, pname, rowid, status, type;1900.0;2000.0;3200.0;monolithic profile;Greenhill ca. 1:9.2 | boat tail | monolithic | monolithic profile
783;TTSX BT 30303;Barnes;.284;150.0;0.45;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|Barnes|TTSX BT 30303|.284|150.0;reference_memory_dump;memory_extracted;Barnes TTSX BT 30303;Internal reference seed;"{""diameter_mm"": 7.21, ""length_mm"": 36.5, ""tail_dia_a_mm"": 7.2, ""tail_dia_b_mm"": 6.3, ""tail_height_mm"": 3.2, ""tail_type"": ""2"", ""ubcs"": null}";"{""id"": null, ""mname"": ""Barnes"", ""pname"": ""TTSX BT 30303"", ""lotid"": """", ""caliber"": "".284"", ""gdia"": 7.21, ""glen"": 36.5, ""gmass"": 150, ""gpressure"": 350, ""gfriction"": 0, ""gtaildiaA"": 7.2, ""gtaildiaB"": 6.3, ""gtailh"": 3.2, ""gtailtype"": 2, ""gdepthmax"": 0, ""g1bc"": 0.45, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 494}";7.21;0.2839;profile_json;36.5;profile_json;8.4;;;boat_tail;hollow_or_tipped;round_nose;monolithic;hunting;high;0;diameter_mm, length_mm, tail_dia_a_mm, tail_dia_b_mm, tail_height_mm, tail_type, ubcs;caliber, cby, cdate, descr, g1bc, g7bc, gUBCS, gdepthmax, gdia, geloescht, gfriction, glen, gmass, gpressure, gtaildiaA, gtaildiaB, gtailh, gtailtype, id, imageUuid, lotid, mby, mdate, mname, mode, origin, pname, rowid, status, type;1900.0;2000.0;3200.0;monolithic profile;Greenhill ca. 1:8.4 | boat tail | monolithic | monolithic profile
841;X BT 28428;Barnes;.284;150.0;0.4;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|Barnes|X BT 28428|.284|150.0;reference_memory_dump;memory_extracted;Barnes X BT 28428;Internal reference seed;"{""diameter_mm"": 7.21, ""length_mm"": 33.6, ""tail_dia_a_mm"": 7.2, ""tail_dia_b_mm"": 6.3, ""tail_height_mm"": 3.2, ""tail_type"": ""2"", ""ubcs"": null}";"{""id"": null, ""mname"": ""Barnes"", ""pname"": ""X BT 28428"", ""lotid"": """", ""caliber"": "".284"", ""gdia"": 7.21, ""glen"": 33.6, ""gmass"": 150, ""gpressure"": 460, ""gfriction"": 0, ""gtaildiaA"": 7.2, ""gtaildiaB"": 6.3, ""gtailh"": 3.2, ""gtailtype"": 2, ""gdepthmax"": 0, ""g1bc"": 0.4, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 552}";7.21;0.2839;profile_json;33.6;profile_json;9.1;;;boat_tail;round_nose;round_nose;;;medium;0;diameter_mm, length_mm, tail_dia_a_mm, tail_dia_b_mm, tail_height_mm, tail_type, ubcs;caliber, cby, cdate, descr, g1bc, g7bc, gUBCS, gdepthmax, gdia, geloescht, gfriction, glen, gmass, gpressure, gtaildiaA, gtaildiaB, gtailh, gtailtype, id, imageUuid, lotid, mby, mdate, mname, mode, origin, pname, rowid, status, type;;;;;Greenhill ca. 1:9.1 | boat tail
881;X S 28427;Barnes;.284;150.0;0.4;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|Barnes|X S 28427|.284|150.0;reference_memory_dump;memory_extracted;Barnes X S 28427;Internal reference seed;"{""diameter_mm"": 7.21, ""length_mm"": 33.3, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""Barnes"", ""pname"": ""X S 28427"", ""lotid"": """", ""caliber"": "".284"", ""gdia"": 7.21, ""glen"": 33.3, ""gmass"": 150, ""gpressure"": 460, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.4, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 593}";7.21;0.2839;profile_json;33.3;profile_json;9.2;;;flat_base;round_nose;round_nose;;;medium;0;diameter_mm, length_mm, tail_dia_a_mm, tail_dia_b_mm, tail_height_mm, tail_type, ubcs;caliber, cby, cdate, descr, g1bc, g7bc, gUBCS, gdepthmax, gdia, geloescht, gfriction, glen, gmass, gpressure, gtaildiaA, gtaildiaB, gtailh, gtailtype, id, imageUuid, lotid, mby, mdate, mname, mode, origin, pname, rowid, status, type;;;;;Greenhill ca. 1:9.2 | flat base
502;MRX BT 28486;Barnes;.284;160.0;0.439;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|Barnes|MRX BT 28486|.284|160.0;reference_memory_dump;memory_extracted;Barnes MRX BT 28486;Internal reference seed;"{""diameter_mm"": 7.21, ""length_mm"": 31.3, ""tail_dia_a_mm"": 7.2, ""tail_dia_b_mm"": 6.3, ""tail_height_mm"": 3.2, ""tail_type"": ""2"", ""ubcs"": null}";"{""id"": null, ""mname"": ""Barnes"", ""pname"": ""MRX BT 28486"", ""lotid"": """", ""caliber"": "".284"", ""gdia"": 7.21, ""glen"": 31.3, ""gmass"": 160, ""gpressure"": 350, ""gfriction"": 0, ""gtaildiaA"": 7.2, ""gtaildiaB"": 6.3, ""gtailh"": 3.2, ""gtailtype"": 2, ""gdepthmax"": 0, ""g1bc"": 0.439, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 211}";7.21;0.2839;profile_json;31.3;profile_json;9.8;;;boat_tail;round_nose;round_nose;;;medium;0;diameter_mm, length_mm, tail_dia_a_mm, tail_dia_b_mm, tail_height_mm, tail_type, ubcs;caliber, cby, cdate, descr, g1bc, g7bc, gUBCS, gdepthmax, gdia, geloescht, gfriction, glen, gmass, gpressure, gtaildiaA, gtaildiaB, gtailh, gtailtype, id, imageUuid, lotid, mby, mdate, mname, mode, origin, pname, rowid, status, type;;;;;Greenhill ca. 1:9.8 | boat tail
567;Solid 28432;Barnes;.284;160.0;0.513;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|Barnes|Solid 28432|.284|160.0;reference_memory_dump;memory_extracted;Barnes Solid 28432;Internal reference seed;"{""diameter_mm"": 7.21, ""length_mm"": 38.0, ""tail_dia_a_mm"": 7.2, ""tail_dia_b_mm"": 5.8, ""tail_height_mm"": 2.0, ""tail_type"": ""2"", ""ubcs"": null}";"{""id"": null, ""mname"": ""Barnes"", ""pname"": ""Solid 28432"", ""lotid"": """", ""caliber"": "".284"", ""gdia"": 7.21, ""glen"": 38, ""gmass"": 160, ""gpressure"": 230, ""gfriction"": 0, ""gtaildiaA"": 7.2, ""gtaildiaB"": 5.8, ""gtailh"": 2, ""gtailtype"": 2, ""gdepthmax"": 0, ""g1bc"": 0.513, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 278}";7.21;0.2839;profile_json;38.0;profile_json;8.1;;;boat_tail;hollow_or_tipped;round_nose;monolithic;hunting;high;0;diameter_mm, length_mm, tail_dia_a_mm, tail_dia_b_mm, tail_height_mm, tail_type, ubcs;caliber, cby, cdate, descr, g1bc, g7bc, gUBCS, gdepthmax, gdia, geloescht, gfriction, glen, gmass, gpressure, gtaildiaA, gtaildiaB, gtailh, gtailtype, id, imageUuid, lotid, mby, mdate, mname, mode, origin, pname, rowid, status, type;1900.0;2000.0;3200.0;monolithic profile;Greenhill ca. 1:8.1 | boat tail | monolithic | monolithic profile
652;TSX 28446;Barnes;.284;160.0;0.392;;;0;;Imported from internal reference seed.;;reference_memory_import;reference_memory_import.v1;;reference_memory_dump|bullet|Barnes|TSX 28446|.284|160.0;reference_memory_dump;memory_extracted;Barnes TSX 28446;Internal reference seed;"{""diameter_mm"": 7.21, ""length_mm"": 35.6, ""tail_dia_a_mm"": null, ""tail_dia_b_mm"": null, ""tail_height_mm"": null, ""tail_type"": null, ""ubcs"": null}";"{""id"": null, ""mname"": ""Barnes"", ""pname"": ""TSX 28446"", ""lotid"": """", ""caliber"": "".284"", ""gdia"": 7.21, ""glen"": 35.6, ""gmass"": 160, ""gpressure"": 250, ""gfriction"": 0, ""gtaildiaA"": 0, ""gtaildiaB"": 0, ""gtailh"": 0, ""gtailtype"": 0, ""gdepthmax"": 0, ""g1bc"": 0.392, ""g7bc"": 0, ""gUBCS"": """", ""cdate"": ""2021-10-08"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": ""0"", ""status"": """", ""origin"": """", ""descr"": """", ""imageUuid"": """", ""geloescht"": 0, ""rowid"": 363}";7.21;0.2839;profile_json;35.6;profile_json;8.6;;;flat_base;hollow_or_tipped;round_nose;monolithic;hunting;high;0;diameter_mm, length_mm, tail_dia_a_mm, tail_dia_b_mm, tail_height_mm, tail_type, ubcs;caliber, cby, cdate, descr, g1bc, g7bc, gUBCS, gdepthmax, gdia, geloescht, gfriction, glen, gmass, gpressure, gtaildiaA, gtaildiaB, gtailh, gtailtype, id, imageUuid, lotid, mby, mdate, mname, mode, origin, pname, rowid, status, type;1900.0;2000.0;3200.0;monolithic profile;Greenhill ca. 1:8.6 | flat base | monolithic | monolithic profile
