id;display_name;manufacturer;name;powder_type_normalized;grain_shape_normalized;burn_rate;relative_burn_rate;quickload_ba_value;qex_kj_per_kg;k_ratio;a0;z1;z2;eta_cm3_per_kg;pc_kg_m3;pcd_kg_m3;pt_c;density_gcc;grain_size_mm;temp_stable;temp_coefficient_fps_per_f;loading_density_optimal_percent;velocity_potential;optimal_bullet_weight_range;suitable_for_cartridges;usable_for_simulation;validation_status;lot_number;source_display;evidence_level;notes
106;IMR 4198;IMR;4198;;;1.033;1.033;1.033;3700.0;1.2232;-0.0019;0.3884;0.8382;1.0;1550.0;830.0;21.0;;;1;;;;;;1;memory_extracted;2021-04-08;Internal reference seed;memory_extracted;Imported from internal reference seed.
107;IMR 4227;IMR;4227;;;1.0234;1.0234;1.0234;4020.0;1.2281;-0.2495;0.4545;0.7764;1.0;1540.0;890.0;21.0;;;1;;;;;;1;memory_extracted;2020-02-28;Internal reference seed;memory_extracted;Imported from internal reference seed.
14;IMR 4350;IMR;4350;Extruded;extruded;0.5335;0.5335;0.5335;3650.0;1.2293;0.3992;0.4315;0.7471;1.0;1520.0;930.0;21.0;;;1;;;;;;1;memory_extracted;2019-12-17;Internal reference seed;memory_extracted;Similar to H4350
108;IMR 4451;IMR;4451;;;0.5889;0.5889;0.5889;3760.0;1.2261;0.1991;0.4021;0.8298;1.0;1520.0;990.0;21.0;;;1;;;;;;1;memory_extracted;2019-12-17;Internal reference seed;memory_extracted;Imported from internal reference seed.
109;IMR 4831;IMR;4831;;;0.4476;0.4476;0.4476;3800.0;1.2362;1.7691;0.5021;0.8388;1.0;1600.0;890.0;21.0;;;1;;;;;;1;memory_extracted;2021-02-DEV-1;Internal reference seed;memory_extracted;Imported from internal reference seed.
110;IMR 4895;IMR;4895;;;0.7015;0.7015;0.7015;3750.0;1.2315;0.9522;0.2003;0.8363;1.0;1600.0;966.0;21.0;;;1;;;;;;1;memory_extracted;2019-11-16;Internal reference seed;memory_extracted;Imported from internal reference seed.
111;IMR 7828 SSC;IMR;7828 SSC;;;0.3871;0.3871;0.3871;3900.0;1.2444;1.0776;0.5224;0.8169;1.0;1600.0;960.0;21.0;;;1;;;;;;1;memory_extracted;2021-11-13;Internal reference seed;memory_extracted;Imported from internal reference seed.
112;IMR 7977;IMR;7977;;;0.4123;0.4123;0.4123;3620.0;1.2319;0.9444;0.381;0.7869;1.0;1510.0;920.0;21.0;;;1;;;;;;1;memory_extracted;2020-06-15;Internal reference seed;memory_extracted;Imported from internal reference seed.
113;IMR 8133;IMR;8133;;;0.3391;0.3391;0.3391;3800.0;1.2331;2.0041;0.5214;0.8577;1.0;1590.0;960.0;21.0;;;1;;;;;;1;memory_extracted;2021-08-29;Internal reference seed;memory_extracted;Imported from internal reference seed.
15;IMR 8208 XBR;IMR;8208 XBR;Extruded;extruded;0.6763;0.6763;0.6763;3720.0;1.2433;0.1451;0.4997;0.8273;1.0;1680.0;920.0;21.0;;;1;;;;;;1;memory_extracted;2019-11-08;Internal reference seed;memory_extracted;Temp stable variant
2;IMR Varget;IMR;Varget;Powder;;Medium;;;;;;;;;;;;;;;;;;;;;;;;;Demo powder
114;Kazan Irbis 30-06 1/20K;Kazan;Irbis 30-06 1/20K;;;0.5461;0.5461;0.5461;3700.0;1.2249;1.1356;0.4484;0.8007;1.0;1600.0;923.0;21.0;;;1;;;;;;1;memory_extracted;2021-09-30;Internal reference seed;memory_extracted;Imported from internal reference seed.
115;Kazan Sunar 308 - 4/17K;Kazan;Sunar 308 - 4/17K;;;0.8144;0.8144;0.8144;3500.0;1.2309;1.0341;0.3093;0.8589;1.0;1590.0;904.0;21.0;;;1;;;;;;1;memory_extracted;2021-04-08;Internal reference seed;memory_extracted;Imported from internal reference seed.
116;Lovex D013-01;Lovex;D013-01;;;4.8313;4.8313;4.8313;4890.0;1.2088;1.2335;0.1099;0.7976;1.0;1510.0;480.0;21.0;;;1;;;;;;1;memory_extracted;2020-12-28;Internal reference seed;memory_extracted;Imported from internal reference seed.
117;Lovex D032-03;Lovex;D032-03;;;4.4793;4.4793;4.4793;4050.0;1.2021;-0.1586;0.2351;0.8931;1.0;1180.0;610.0;21.0;;;1;;;;;;1;memory_extracted;2021-10-30-2;Internal reference seed;memory_extracted;Imported from internal reference seed.
118;Lovex D036-03;Lovex;D036-03;;;2.6892;2.6892;2.6892;4300.0;1.2107;-0.6587;0.128;0.7717;1.0;1590.0;950.0;21.0;;;1;;;;;;1;memory_extracted;2021-01-07;Internal reference seed;memory_extracted;Imported from internal reference seed.
119;Lovex D037-01;Lovex;D037-01;;;1.5209;1.5209;1.5209;4210.0;1.2308;-0.3874;0.5782;0.8348;1.0;1520.0;999.0;21.0;;;1;;;;;;1;memory_extracted;2020-12-28;Internal reference seed;memory_extracted;Imported from internal reference seed.
120;Lovex D037-02;Lovex;D037-02;;;1.3729;1.3729;1.3729;4000.0;1.2292;1.2833;0.2873;0.8144;1.0;1570.0;986.0;21.0;;;1;;;;;;1;memory_extracted;2020-12-28;Internal reference seed;memory_extracted;Imported from internal reference seed.
121;Lovex D060-01;Lovex;D060-01;;;1.2216;1.2216;1.2216;3950.0;1.2315;-0.7506;0.5249;0.7534;1.0;1670.0;860.0;21.0;;;1;;;;;;1;memory_extracted;2020-12-28;Internal reference seed;memory_extracted;Imported from internal reference seed.
122;Lovex D063-02;Lovex;D063-02;;;0.805;0.805;0.805;4018.0;1.232;0.5287;0.34;0.8205;1.0;1550.0;960.0;21.0;;;1;;;;;;1;memory_extracted;2020-12-28;Internal reference seed;memory_extracted;Imported from internal reference seed.
123;Lovex D073-04;Lovex;D073-04;;;0.5524;0.5524;0.5524;3710.0;1.2409;3.4891;0.5091;0.8305;1.0;1540.0;986.0;21.0;;;1;;;;;;1;memory_extracted;2020-12-28;Internal reference seed;memory_extracted;Imported from internal reference seed.
124;Lovex D073-05;Lovex;D073-05;;;0.5129;0.5129;0.5129;3680.0;1.2416;3.3226;0.4915;0.8005;1.0;1520.0;996.0;21.0;;;1;;;;;;1;memory_extracted;2020-12-28;Internal reference seed;memory_extracted;Imported from internal reference seed.
125;Lovex D073-06;Lovex;D073-06;;;0.5221;0.5221;0.5221;3730.0;1.2409;1.1357;0.5689;0.7917;1.0;1580.0;970.0;21.0;;;1;;;;;;1;memory_extracted;2020-12-28;Internal reference seed;memory_extracted;Imported from internal reference seed.
126;Lovex S011-01;Lovex;S011-01;;;4.3387;4.3387;4.3387;3400.0;1.2022;1.7531;0.1753;0.7869;1.0;1300.0;650.0;21.0;;;1;;;;;;1;memory_extracted;2021-10-30-3;Internal reference seed;memory_extracted;Imported from internal reference seed.
127;Lovex S015-02;Lovex;S015-02;;;5.5518;5.5518;5.5518;4150.0;1.2171;-0.7471;0.2537;0.7985;1.0;1590.0;510.0;21.0;;;1;;;;;;1;memory_extracted;2020-12-28;Internal reference seed;memory_extracted;Imported from internal reference seed.
128;Lovex S020-02;Lovex;S020-02;;;2.1567;2.1567;2.1567;4150.0;1.2227;5.2603;0.3429;0.8173;1.0;1480.0;640.0;21.0;;;1;;;;;;1;memory_extracted;2020-12-28;Internal reference seed;memory_extracted;Imported from internal reference seed.
129;Lovex S030-01;Lovex;S030-01;;;3.5766;3.5766;3.5766;4070.0;1.2279;0.1487;0.3798;0.8248;1.0;1400.0;550.0;21.0;;;1;;;;;;1;memory_extracted;2020-12-28;Internal reference seed;memory_extracted;Imported from internal reference seed.
130;Lovex S035-01;Lovex;S035-01;;;4.3986;4.3986;4.3986;3500.0;1.2311;-0.3322;0.2008;0.8173;1.0;1570.0;550.0;21.0;;;1;;;;;;1;memory_extracted;2021-01-07;Internal reference seed;memory_extracted;Imported from internal reference seed.
131;Lovex S040-01;Lovex;S040-01;;;1.2751;1.2751;1.2751;3850.0;1.2298;4.6965;0.2449;0.8101;1.0;1680.0;820.0;21.0;;;1;;;;;;1;memory_extracted;2021-03-02;Internal reference seed;memory_extracted;Imported from internal reference seed.
132;Lovex S053-01;Lovex;S053-01;;;1.0939;1.0939;1.0939;3600.0;1.2291;1.6232;0.2159;0.7971;1.0;1630.0;830.0;21.0;;;1;;;;;;1;memory_extracted;2021-03-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
133;Lovex S060-02;Lovex;S060-02;;;0.7122;0.7122;0.7122;3900.0;1.2323;0.4976;0.3331;0.8168;1.0;1600.0;895.0;21.0;;;1;;;;;;1;memory_extracted;2019-06;Internal reference seed;memory_extracted;Imported from internal reference seed.
134;Lovex S062-02;Lovex;S062-02;;;0.5937;0.5937;0.5937;3800.0;1.2165;1.1472;0.4402;0.7669;1.0;1520.0;900.0;21.0;;;1;;;;;;1;memory_extracted;2021-10-17;Internal reference seed;memory_extracted;Imported from internal reference seed.
135;Lovex S065-01;Lovex;S065-01;;;0.5092;0.5092;0.5092;3900.0;1.2295;2.5569;0.2382;0.7598;1.0;1600.0;910.0;21.0;;;1;;;;;;1;memory_extracted;2021-05-07;Internal reference seed;memory_extracted;Imported from internal reference seed.
136;Lovex S070-02;Lovex;S070-02;;;0.3946;0.3946;0.3946;3750.0;1.2249;3.2006;0.2991;0.7401;1.0;1400.0;960.0;21.0;;;1;;;;;;1;memory_extracted;2020-12-28;Internal reference seed;memory_extracted;Imported from internal reference seed.
137;Lovex S071-01;Lovex;S071-01;;;0.3612;0.3612;0.3612;3500.0;1.2328;4.5752;0.4397;0.8094;1.0;1480.0;920.0;21.0;;;1;;;;;;1;memory_extracted;2020-12-28;Internal reference seed;memory_extracted;Imported from internal reference seed.
138;Maxam CSB 1;Maxam;CSB 1;;;3.4764;3.4764;3.4764;3936.0;1.2418;0.7051;0.3198;0.8183;1.0;1550.0;520.0;21.0;;;1;;;;;;1;memory_extracted;2019-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
139;Maxam CSB 2;Maxam;CSB 2;;;2.6092;2.6092;2.6092;3800.0;1.2368;3.2743;0.4511;0.8336;1.0;1550.0;540.0;21.0;;;1;;;;;;1;memory_extracted;2019-11-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
140;Maxam CSB 3;Maxam;CSB 3;;;3.928;3.928;3.928;3977.0;1.2316;0.5096;0.3487;0.8215;1.0;1580.0;510.0;21.0;;;1;;;;;;1;memory_extracted;2019-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
141;Maxam CSB 4;Maxam;CSB 4;;;4.2994;4.2994;4.2994;4145.0;1.2276;0.3048;0.383;0.8253;1.0;1580.0;490.0;21.0;;;1;;;;;;1;memory_extracted;2019-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
142;Maxam CSB 5;Maxam;CSB 5;;;4.8892;4.8892;4.8892;4145.0;1.2267;0.238;0.4991;0.8396;1.0;1580.0;475.0;21.0;;;1;;;;;;1;memory_extracted;2019-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
143;Maxam CSB 6;Maxam;CSB 6;;;5.3122;5.3122;5.3122;4145.0;1.2321;0.238;0.5197;0.8396;1.0;1580.0;475.0;21.0;;;1;;;;;;1;memory_extracted;2019-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
144;Maxam PSB+3;Maxam;PSB+3;;;3.891;3.891;3.891;4061.0;1.2316;0.5101;0.3987;0.8215;1.0;1580.0;500.0;21.0;;;1;;;;;;1;memory_extracted;2019-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
145;Maxam SSB+150;Maxam;SSB+150;;;2.4722;2.4722;2.4722;3936.0;1.2192;0.57;0.3365;0.8206;1.0;1500.0;550.0;21.0;;;1;;;;;;1;memory_extracted;2019-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
146;Norma 200;Norma;200;;;0.555;0.555;0.555;3850.0;1.239;6.5001;0.3299;0.8194;1.0;1580.0;900.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
147;Norma 201;Norma;201;;;0.5105;0.5105;0.5105;3980.0;1.2295;4.1994;0.2952;0.8157;1.0;1570.0;900.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
17;Norma 202;Norma;202;Single-base;;0.5892;0.5892;0.5892;3940.0;1.2258;1.4995;0.4352;0.8311;1.0;1600.0;905.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Good for small cases
16;Norma 203-B;Norma;203-B;Single-base;;Medium;;;;;;;;;;;;;;0;;;;;;0;catalog_only;;legacy_powder_data;catalog_seed;European powder
148;Norma 203B;Norma;203B;;;0.5196;0.5196;0.5196;3990.0;1.2346;1.5867;0.4315;0.8099;1.0;1620.0;920.0;21.0;;;1;;;;;;1;memory_extracted;2019-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
149;Norma 204;Norma;204;;;0.4596;0.4596;0.4596;3950.0;1.2324;0.4504;0.4791;0.8361;1.0;1570.0;950.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
150;Norma 217;Norma;217;;;0.2889;0.2889;0.2889;3660.0;1.242;3.5798;0.595;0.8497;1.0;1610.0;905.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
151;Norma MRP;Norma;MRP;;;0.3694;0.3694;0.3694;4020.0;1.2281;1.7379;0.5518;0.8446;1.0;1610.0;960.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
152;Norma MRP 2;Norma;MRP 2;;;0.3251;0.3251;0.3251;3830.0;1.2379;2.5101;0.5404;0.8433;1.0;1610.0;920.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
153;Norma R1;Norma;R1;;;3.1997;3.1997;3.1997;4030.0;1.2223;8.9999;0.32;0.8184;1.0;1610.0;465.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
154;Norma R123;Norma;R123;;;0.8703;0.8703;0.8703;4000.0;1.2317;8.6463;0.4424;0.8319;1.0;1620.0;920.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
155;Norma URP;Norma;URP;;;0.4676;0.4676;0.4676;3920.0;1.2324;1.24;0.4942;0.8379;1.0;1600.0;910.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
177;RWS-Rottweil J706;RWS-Rottweil;J706;;;1.5003;1.5003;1.5003;4270.0;1.2177;14.1929;0.3632;0.8231;1.0;1610.0;550.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
178;RWS-Rottweil P801;RWS-Rottweil;P801;;;2.7501;2.7501;2.7501;3960.0;1.2208;5.5176;0.3877;0.8272;1.0;1610.0;645.0;21.0;;;1;;;;;;1;memory_extracted;2019-10-24;Internal reference seed;memory_extracted;Imported from internal reference seed.
179;RWS-Rottweil P803;RWS-Rottweil;P803;;;2.2496;2.2496;2.2496;3930.0;1.2304;4.2176;0.4268;0.7502;1.0;1610.0;670.0;21.0;;;1;;;;;;1;memory_extracted;2019-10-24;Internal reference seed;memory_extracted;Imported from internal reference seed.
180;RWS-Rottweil P804;RWS-Rottweil;P804;;;2.381;2.381;2.381;4020.0;1.2212;4.5977;0.4522;0.8331;1.0;1610.0;720.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
181;RWS-Rottweil P805;RWS-Rottweil;P805;;;4.4198;4.4198;4.4198;3900.0;1.2222;1.1022;0.2907;0.8684;1.0;1480.0;455.0;21.0;;;1;;;;;;1;memory_extracted;2019-10-24;Internal reference seed;memory_extracted;Imported from internal reference seed.
182;RWS-Rottweil P806;RWS-Rottweil;P806;;;1.2613;1.2613;1.2613;4150.0;1.1817;6.7995;0.3847;0.8254;1.0;1620.0;920.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
183;RWS-Rottweil R901;RWS-Rottweil;R901;;;0.4685;0.4685;0.4685;3910.0;1.2385;9.7673;0.242;0.8102;1.0;1580.0;875.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
184;RWS-Rottweil R902;RWS-Rottweil;R902;;;0.5106;0.5106;0.5106;3870.0;1.2344;4.1998;0.2957;0.8158;1.0;1570.0;885.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
185;RWS-Rottweil R903;RWS-Rottweil;R903;;;0.4499;0.4499;0.4499;3780.0;1.2378;3.5401;0.4013;0.8273;1.0;1560.0;910.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
186;RWS-Rottweil R904;RWS-Rottweil;R904;;;0.4746;0.4746;0.4746;3830.0;1.2394;0.2999;0.4398;0.8316;1.0;1570.0;905.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
187;RWS-Rottweil R905;RWS-Rottweil;R905;;;0.3853;0.3853;0.3853;3820.0;1.2434;1.2972;0.472;0.8353;1.0;1570.0;915.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
188;RWS-Rottweil R907;RWS-Rottweil;R907;;;0.489;0.489;0.489;3940.0;1.233;2.0003;0.2849;0.8146;1.0;1560.0;905.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
189;RWS-Rottweil R910;RWS-Rottweil;R910;;;1.0896;1.0896;1.0896;4000.0;1.2364;0.4599;0.6132;0.8519;1.0;1500.0;850.0;21.0;;;1;;;;;;1;memory_extracted;2018-11;Internal reference seed;memory_extracted;Imported from internal reference seed.
156;Ramshot Big Game;Ramshot;Big Game;;;0.5843;0.5843;0.5843;4000.0;1.2224;0.1591;0.2631;0.7283;1.0;1650.0;980.0;21.0;;;1;;;;;;1;memory_extracted;2020-08-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
157;Ramshot Hunter;Ramshot;Hunter;;;0.4643;0.4643;0.4643;3800.0;1.2347;0.6891;0.6061;0.8511;1.0;1620.0;940.0;21.0;;;1;;;;;;1;memory_extracted;2021-01-07;Internal reference seed;memory_extracted;Imported from internal reference seed.
158;Ramshot Magnum;Ramshot;Magnum;;;0.3712;0.3712;0.3712;3700.0;1.2363;1.9423;0.6011;0.8505;1.0;1600.0;995.0;21.0;;;1;;;;;;1;memory_extracted;2020-12-12;Internal reference seed;memory_extracted;Imported from internal reference seed.
159;Ramshot Silhouette;Ramshot;Silhouette;;;2.8378;2.8378;2.8378;3900.0;1.2166;1.5449;0.2146;0.7616;1.0;1600.0;800.0;21.0;;;1;;;;;;1;memory_extracted;2020-01-07;Internal reference seed;memory_extracted;Imported from internal reference seed.
160;Ramshot TAC;Ramshot;TAC;;;0.6413;0.6413;0.6413;3700.0;1.2261;0.5364;0.4169;0.7969;1.0;1680.0;990.0;21.0;;;1;;;;;;1;memory_extracted;2020-09-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
161;Ramshot True Blue;Ramshot;True Blue;;;2.4928;2.4928;2.4928;4000.0;1.2137;0.4498;0.2506;0.7316;1.0;1490.0;950.0;21.0;;;1;;;;;;1;memory_extracted;2020-09-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
162;Ramshot Wild Boar;Ramshot;Wild Boar;;;0.5421;0.5421;0.5421;3900.0;1.2281;0.9554;0.4278;0.7901;1.0;1560.0;980.0;21.0;;;1;;;;;;1;memory_extracted;2021-DEV-1;Internal reference seed;memory_extracted;Imported from internal reference seed.
163;Ramshot X-Terminator;Ramshot;X-Terminator;;;0.5524;0.5524;0.5524;3710.0;1.2409;3.4891;0.5091;0.8305;1.0;1540.0;986.0;21.0;;;1;;;;;;1;memory_extracted;2019-11-22;Internal reference seed;memory_extracted;Imported from internal reference seed.
26;Reload Swiss RS 14;Reload Swiss;RS 14;;;Ba 3.1470;3.147;3.147;3200.0;1.228;9.7814;0.1799;0.7608;1.0;1600.0;316.0;21.0;;;1;;;;;;1;verified_seed;2023/01/27;grt_databases;simulation_seed;grt_databases
164;ReloadSwiss RS 12;ReloadSwiss;RS 12;;;2.2342;2.2342;2.2342;4020.0;1.2364;7.0927;0.4215;0.8399;1.0;1600.0;616.0;21.0;;;1;;;;;;1;memory_extracted;2019-08;Internal reference seed;memory_extracted;Imported from internal reference seed.
165;ReloadSwiss RS 20;ReloadSwiss;RS 20;;;2.5798;2.5798;2.5798;4100.0;1.2291;-0.0416;0.5033;0.8368;1.0;1520.0;617.0;21.0;;;1;;;;;;1;memory_extracted;2019-08;Internal reference seed;memory_extracted;Imported from internal reference seed.
166;ReloadSwiss RS 24;ReloadSwiss;RS 24;;;1.8;1.8;1.8;4370.0;1.2277;0.145;0.295;0.8157;1.0;1600.0;825.0;21.0;;;1;;;;;;1;memory_extracted;2019-06;Internal reference seed;memory_extracted;Imported from internal reference seed.
167;ReloadSwiss RS 30;ReloadSwiss;RS 30;;;1.0005;1.0005;1.0005;4010.0;1.2216;0.2125;0.5055;0.8394;1.0;1610.0;810.0;21.0;;;1;;;;;;1;memory_extracted;2019-11-25;Internal reference seed;memory_extracted;Imported from internal reference seed.
168;ReloadSwiss RS 36;ReloadSwiss;RS 36;;;0.87;0.87;0.87;3930.0;1.2342;0.5673;0.42;0.8294;1.0;1600.0;895.0;21.0;;;1;;;;;;1;memory_extracted;2019-06;Internal reference seed;memory_extracted;Imported from internal reference seed.
169;ReloadSwiss RS 40;ReloadSwiss;RS 40;;;0.6129;0.6129;0.6129;3990.0;1.2293;0.7822;0.5221;0.7993;1.0;1600.0;938.0;21.0;;;1;;;;;;1;memory_extracted;2019-10;Internal reference seed;memory_extracted;Imported from internal reference seed.
170;ReloadSwiss RS 50;ReloadSwiss;RS 50;;;0.512;0.512;0.512;3815.0;1.239;1.2305;0.35;0.8216;1.0;1610.0;957.0;21.0;;;1;;;;;;1;memory_extracted;2019-06;Internal reference seed;memory_extracted;Imported from internal reference seed.
171;ReloadSwiss RS 52;ReloadSwiss;RS 52;;;0.4984;0.4984;0.4984;3920.0;1.2309;1.3753;0.52;0.8109;1.0;1600.0;950.0;21.0;;;1;;;;;;1;memory_extracted;2019-08;Internal reference seed;memory_extracted;Imported from internal reference seed.
172;ReloadSwiss RS 60;ReloadSwiss;RS 60;;;0.4661;0.4661;0.4661;4000.0;1.2291;1.1091;0.6024;0.8136;1.0;1610.0;995.0;21.0;;;1;;;;;;1;memory_extracted;2019-12-08;Internal reference seed;memory_extracted;Imported from internal reference seed.
173;ReloadSwiss RS 62;ReloadSwiss;RS 62;;;0.411;0.411;0.411;3722.0;1.2433;2.1271;0.502;0.8388;1.0;1620.0;964.0;21.0;;;1;;;;;;1;memory_extracted;2019-06;Internal reference seed;memory_extracted;Imported from internal reference seed.
174;ReloadSwiss RS 70;ReloadSwiss;RS 70;;;0.3698;0.3698;0.3698;3950.0;1.2294;2.3812;0.6027;0.8786;1.0;1590.0;980.0;21.0;;;1;;;;;;1;memory_extracted;2019-11-02;Internal reference seed;memory_extracted;Imported from internal reference seed.
175;ReloadSwiss RS 76;ReloadSwiss;RS 76;;;0.3162;0.3162;0.3162;3820.0;1.2334;3.0977;0.6038;0.8414;1.0;1650.0;990.0;21.0;;;1;;;;;;1;memory_extracted;2019-10;Internal reference seed;memory_extracted;Imported from internal reference seed.
176;ReloadSwiss RS 80;ReloadSwiss;RS 80;;;0.2511;0.2511;0.2511;3840.0;1.2317;6.3429;0.5208;0.8434;1.0;1580.0;998.0;21.0;;;1;;;;;;1;memory_extracted;2019-10;Internal reference seed;memory_extracted;Imported from internal reference seed.
190;Shooters World AR Plus (D073-04);Shooters World;AR Plus (D073-04);;;0.5524;0.5524;0.5524;3710.0;1.2409;3.4891;0.5091;0.8305;1.0;1540.0;986.0;21.0;;;1;;;;;;1;memory_extracted;2019-11-22;Internal reference seed;memory_extracted;Imported from internal reference seed.
191;Shooters World Blackout (D063-02);Shooters World;Blackout (D063-02);;;0.805;0.805;0.805;4018.0;1.232;0.5287;0.34;0.8205;1.0;1550.0;960.0;21.0;;;1;;;;;;1;memory_extracted;2020-12-28;Internal reference seed;memory_extracted;Imported from internal reference seed.
192;Shooters World Buffalo Rifle (D060-01);Shooters World;Buffalo Rifle (D060-01);;;1.2229;1.2229;1.2229;3950.0;1.2345;-0.6831;0.1996;0.7527;1.0;1670.0;860.0;21.0;;;1;;;;;;1;memory_extracted;2021-04-18;Internal reference seed;memory_extracted;Imported from internal reference seed.
193;Shooters World Clean Shot (D032-03);Shooters World;Clean Shot (D032-03);;;4.424;4.424;4.424;4550.0;1.1821;-0.3596;0.1956;0.8931;1.0;980.0;610.0;21.0;;;1;;;;;;1;memory_extracted;2021-08-29;Internal reference seed;memory_extracted;Imported from internal reference seed.
194;Shooters World Heavy Pistol (D037-02);Shooters World;Heavy Pistol (D037-02);;;1.3729;1.3729;1.3729;4000.0;1.2292;1.2833;0.2873;0.8144;1.0;1570.0;986.0;21.0;;;1;;;;;;1;memory_extracted;2019-07;Internal reference seed;memory_extracted;Imported from internal reference seed.
195;Shooters World Long Rifle (S065-01);Shooters World;Long Rifle (S065-01);;;0.5092;0.5092;0.5092;3900.0;1.2335;2.5569;0.2382;0.7598;1.0;1600.0;910.0;21.0;;;1;;;;;;1;memory_extracted;2021-08-29;Internal reference seed;memory_extracted;Imported from internal reference seed.
196;Shooters World Major Pistol (D037-01);Shooters World;Major Pistol (D037-01);;;1.5209;1.5209;1.5209;4210.0;1.2308;-0.3874;0.5782;0.8348;1.0;1520.0;999.0;21.0;;;1;;;;;;1;memory_extracted;2019-12-03;Internal reference seed;memory_extracted;Imported from internal reference seed.
197;Shooters World Match Rifle (D073-06);Shooters World;Match Rifle (D073-06);;;0.5221;0.5221;0.5221;3730.0;1.2409;2.0027;0.4782;0.7917;1.0;1580.0;970.0;21.0;;;1;;;;;;1;memory_extracted;2021-03-17;Internal reference seed;memory_extracted;Imported from internal reference seed.
198;Shooters World Precision (S062-02);Shooters World;Precision (S062-02);;;0.5276;0.5276;0.5276;3900.0;1.2365;1.6562;0.3828;0.7444;1.0;1520.0;900.0;21.0;;;1;;;;;;1;memory_extracted;2021-08-29;Internal reference seed;memory_extracted;Imported from internal reference seed.
200;Shooters World SW4350 (S070-02);Shooters World;SW4350 (S070-02);;;0.5035;0.5035;0.5035;3700.0;1.2204;2.1418;0.3882;0.7804;1.0;1580.0;920.0;21.0;;;1;;;;;;1;memory_extracted;2021-03-17;Internal reference seed;memory_extracted;Imported from internal reference seed.
199;Shooters World Sparta 100 (D013-01);Shooters World;Sparta 100 (D013-01);;;4.8313;4.8313;4.8313;4890.0;1.2088;1.2335;0.1099;0.7976;1.0;1510.0;480.0;21.0;;;1;;;;;;1;memory_extracted;2019-07;Internal reference seed;memory_extracted;Imported from internal reference seed.
201;Shooters World Tactical Rifle (D073-08);Shooters World;Tactical Rifle (D073-08);;;0.6252;0.6252;0.6252;3990.0;1.2301;0.9927;0.5702;0.8898;1.0;1620.0;938.0;21.0;;;1;;;;;;1;memory_extracted;2020-08-01;Internal reference seed;memory_extracted;Imported from internal reference seed.
202;Somchem S121;Somchem;S121;;;2.2925;2.2925;2.2925;3920.0;1.2342;12.862;0.1973;0.8057;0.9951;1570.0;880.0;21.0;;;1;;;;;;1;memory_extracted;2019-09;Internal reference seed;memory_extracted;Imported from internal reference seed.
