id;display_name;manufacturer;name;powder_type_normalized;type;grain_shape_normalized;grain_shape;burn_rate;relative_burn_rate;burn_rate_position;quickload_ba_value;qex_kj_per_kg;k_ratio;a0;z1;z2;eta_cm3_per_kg;pc_kg_m3;pcd_kg_m3;pt_c;tcc;tch;density_gcc;grain_size_mm;temp_stable;temp_coefficient_fps_per_f;loading_density_optimal_percent;velocity_potential;optimal_bullet_weight_range;suitable_for_cartridges;quickload_available;quickload_weighting_factor;usable_for_simulation;validation_status;lot_number;source;source_kind;source_label;source_display;source_version;powder_database_data_source;powder_database_source_version;external_id;external_ref;powder_database_external_ref;evidence_level;notes;powder_database_notes;quantity_grams;cost_per_unit;purchase_date;powder_database_created_date;powder_database_id;profile_keys;raw_keys;simulation_raw_keys;profile_json;raw_json;powder_database_raw_json;peak_pressure_timing;profile_Ba;profile_Qex;profile_a0;profile_caliber;profile_component_type;profile_diameter_mm;profile_display_name;profile_eta;profile_evidence_level;profile_imageUuid;profile_k;profile_laddercnt;profile_length_mm;profile_lot_number;profile_manufacturer;profile_mc;profile_model_name;profile_pc;profile_pcd;profile_profile_json;profile_pt;profile_raw_json;profile_source_file;profile_source_label;profile_source_system;profile_source_title;profile_tcc;profile_tch;profile_weight_grains;profile_z1;profile_z2;raw_Ba;raw_Bp;raw_Br;raw_Brp;raw_L01;raw_L02;raw_L03;raw_L04;raw_L05;raw_L06;raw_L07;raw_L08;raw_L09;raw_Lp;raw_Lr;raw_Qex;raw_Qlty;raw_a0;raw_a1;raw_burn_rate;raw_cby;raw_cdate;raw_created_date;raw_descr;raw_energy_density;raw_eta;raw_geloescht;raw_id;raw_imageDetailUuid;raw_imageUuid;raw_k;raw_lotid;raw_manufacturer;raw_mby;raw_mdate;raw_mname;raw_mode;raw_name;raw_notes;raw_origin;raw_pc;raw_pcd;raw_pname;raw_pt;raw_recommended_charge_max;raw_recommended_charge_min;raw_reference;raw_rowid;raw_source_file;raw_status;raw_tcc;raw_tch;raw_type;raw_z1;raw_z2;sim_raw_Ba;sim_raw_Bp;sim_raw_Br;sim_raw_Brp;sim_raw_L01;sim_raw_L02;sim_raw_L03;sim_raw_L04;sim_raw_L05;sim_raw_L06;sim_raw_L07;sim_raw_L08;sim_raw_L09;sim_raw_Lp;sim_raw_Lr;sim_raw_Qex;sim_raw_Qlty;sim_raw_a0;sim_raw_a1;sim_raw_burn_rate;sim_raw_cby;sim_raw_cdate;sim_raw_created_date;sim_raw_descr;sim_raw_energy_density;sim_raw_eta;sim_raw_geloescht;sim_raw_id;sim_raw_imageDetailUuid;sim_raw_imageUuid;sim_raw_k;sim_raw_lotid;sim_raw_manufacturer;sim_raw_mby;sim_raw_mdate;sim_raw_mname;sim_raw_mode;sim_raw_name;sim_raw_notes;sim_raw_origin;sim_raw_pc;sim_raw_pcd;sim_raw_pname;sim_raw_pt;sim_raw_recommended_charge_max;sim_raw_recommended_charge_min;sim_raw_reference;sim_raw_rowid;sim_raw_source_file;sim_raw_status;sim_raw_tcc;sim_raw_tch;sim_raw_type;sim_raw_z1;sim_raw_z2
47;ADI AR 2205;ADI;AR 2205;;;;;1.1582;1.1582;;1.1582;3940.0;1.2021;1.0555;0.2382;0.752;1.0;1510.0;890.0;21.0;;;;;1;;;;;;1;;1;memory_extracted;2020-04-30;reference_memory_import;reference_memory_dump;Internal reference seed;Internal reference seed;reference_memory_import.v1;reference_memory_dump;reference_memory_import.v1;;reference_memory_dump|powder|ADI|AR 2205;reference_memory_dump|powder_model|ADI|AR 2205;memory_extracted;Imported from internal reference seed.;Imported Gordon powder model from memory dump.;0.0;;;2026-04-03 13:01:49;46;caliber, component_type, diameter_mm, display_name, evidence_level, length_mm, lot_number, manufacturer, model_name, profile_json, raw_json, source_file, source_label, source_system, weight_grains;Ba, Bp, Br, Brp, L01, L02, L03, L04, L05, L06, L07, L08, L09, Lp, Lr, Qex, Qlty, a0, a1, cby, cdate, descr, eta, geloescht, id, imageDetailUuid, imageUuid, k, lotid, mby, mdate, mname, mode, origin, pc, pcd, pname, pt, rowid, status, tcc, tch, type, z1, z2;Ba, Bp, Br, Brp, L01, L02, L03, L04, L05, L06, L07, L08, L09, Lp, Lr, Qex, Qlty, a0, a1, cby, cdate, descr, eta, geloescht, id, imageDetailUuid, imageUuid, k, lotid, mby, mdate, mname, mode, origin, pc, pcd, pname, pt, rowid, status, tcc, tch, type, z1, z2;"{""source_system"": ""reference_memory_dump"", ""component_type"": ""powder"", ""manufacturer"": ""ADI"", ""model_name"": ""AR 2205"", ""display_name"": ""ADI AR 2205"", ""caliber"": null, ""weight_grains"": null, ""diameter_mm"": null, ""length_mm"": null, ""lot_number"": ""2020-04-30"", ""source_file"": ""reference_8664_copy.dmp"", ""source_label"": ""Internal reference seed"", ""evidence_level"": ""memory_extracted"", ""profile_json"": ""{\""Br\"": 0.2901, \""Bp\"": 0.3143, \""Brp\"": 0.3024, \""Ba\"": 1.1582, \""Qex\"": 3940.0, \""k\"": 1.2021, \""eta\"": 1.0, \""a0\"": 1.0555, \""a1\"": null, \""z1\"": 0.2382, \""z2\"": 0.752, \""pc\"": 1510.0, \""pcd\"": 890.0, \""pt\"": 21.0, \""tcc\"": null, \""tch\"": null, \""Lp\"": 2304.0, \""Lr\"": 0.2, \""L01\"": 0.9273, \""L02\"": 0.9136, \""L03\"": 0.8927, \""L04\"": 0.8399, \""L05\"": 0.7838, \""L06\"": 0.7235, \""L07\"": 0.6455, \""L08\"": 0.5449, \""L09\"": 0.4059, \""Qlty\"": 0.25}"", ""raw_json"": ""{\""id\"": null, \""mname\"": \""ADI\"", \""pname\"": \""AR 2205\"", \""lotid\"": \""2020-04-30\"", \""Br\"": 0.2901, \""Bp\"": 0.3143, \""Brp\"": 0.3024, \""Ba\"": 1.1582, \""Qex\"": 3940, \""k\"": 1.2021, \""eta\"": 1, \""a0\"": 1.0555, \""a1\"": 0, \""z1\"": 0.2382, \""z2\"": 0.752, \""pc\"": 1510, \""pcd\"": 890, \""pt\"": 21, \""tcc\"": 0, \""tch\"": 0, \""Lp\"": 2304, \""Lr\"": 0.2, \""L01\"": 0.9273, \""L02\"": 0.9136, \""L03\"": 0.8927, \""L04\"": 0.8399, \""L05\"": 0.7838, \""L06\"": 0.7235, \""L07\"": 0.6455, \""L08\"": 0.5449, \""L09\"": 0.4059, \""Qlty\"": 0.25, \""cdate\"": \""2021-02-27\"", \""cby\"": \""GRT\"", \""mdate\"": \""\"", \""mby\"": \""\"", \""type\"": \""\"", \""mode\"": \""\"", \""status\"": \""\"", \""origin\"": \""GRT\"", \""descr\"": \""\"", \""imageUuid\"": \""aca499bd431f96888ea873e51b990c44\"", \""imageDetailUuid\"": \""d8efcb784a6e4569958ae5ad50d97718\"", \""geloescht\"": 0, \""rowid\"": 30}""}";"{""id"": null, ""mname"": ""ADI"", ""pname"": ""AR 2205"", ""lotid"": ""2020-04-30"", ""Br"": 0.2901, ""Bp"": 0.3143, ""Brp"": 0.3024, ""Ba"": 1.1582, ""Qex"": 3940, ""k"": 1.2021, ""eta"": 1, ""a0"": 1.0555, ""a1"": 0, ""z1"": 0.2382, ""z2"": 0.752, ""pc"": 1510, ""pcd"": 890, ""pt"": 21, ""tcc"": 0, ""tch"": 0, ""Lp"": 2304, ""Lr"": 0.2, ""L01"": 0.9273, ""L02"": 0.9136, ""L03"": 0.8927, ""L04"": 0.8399, ""L05"": 0.7838, ""L06"": 0.7235, ""L07"": 0.6455, ""L08"": 0.5449, ""L09"": 0.4059, ""Qlty"": 0.25, ""cdate"": ""2021-02-27"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": """", ""status"": """", ""origin"": ""GRT"", ""descr"": """", ""imageUuid"": ""aca499bd431f96888ea873e51b990c44"", ""imageDetailUuid"": ""d8efcb784a6e4569958ae5ad50d97718"", ""geloescht"": 0, ""rowid"": 30}";"{""id"": null, ""mname"": ""ADI"", ""pname"": ""AR 2205"", ""lotid"": ""2020-04-30"", ""Br"": 0.2901, ""Bp"": 0.3143, ""Brp"": 0.3024, ""Ba"": 1.1582, ""Qex"": 3940, ""k"": 1.2021, ""eta"": 1, ""a0"": 1.0555, ""a1"": 0, ""z1"": 0.2382, ""z2"": 0.752, ""pc"": 1510, ""pcd"": 890, ""pt"": 21, ""tcc"": 0, ""tch"": 0, ""Lp"": 2304, ""Lr"": 0.2, ""L01"": 0.9273, ""L02"": 0.9136, ""L03"": 0.8927, ""L04"": 0.8399, ""L05"": 0.7838, ""L06"": 0.7235, ""L07"": 0.6455, ""L08"": 0.5449, ""L09"": 0.4059, ""Qlty"": 0.25, ""cdate"": ""2021-02-27"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": """", ""status"": """", ""origin"": ""GRT"", ""descr"": """", ""imageUuid"": ""aca499bd431f96888ea873e51b990c44"", ""imageDetailUuid"": ""d8efcb784a6e4569958ae5ad50d97718"", ""geloescht"": 0, ""rowid"": 30}";;;;;;powder;;ADI AR 2205;;memory_extracted;;;;;2020-04-30;ADI;;AR 2205;;;"{""Br"": 0.2901, ""Bp"": 0.3143, ""Brp"": 0.3024, ""Ba"": 1.1582, ""Qex"": 3940.0, ""k"": 1.2021, ""eta"": 1.0, ""a0"": 1.0555, ""a1"": null, ""z1"": 0.2382, ""z2"": 0.752, ""pc"": 1510.0, ""pcd"": 890.0, ""pt"": 21.0, ""tcc"": null, ""tch"": null, ""Lp"": 2304.0, ""Lr"": 0.2, ""L01"": 0.9273, ""L02"": 0.9136, ""L03"": 0.8927, ""L04"": 0.8399, ""L05"": 0.7838, ""L06"": 0.7235, ""L07"": 0.6455, ""L08"": 0.5449, ""L09"": 0.4059, ""Qlty"": 0.25}";;"{""id"": null, ""mname"": ""ADI"", ""pname"": ""AR 2205"", ""lotid"": ""2020-04-30"", ""Br"": 0.2901, ""Bp"": 0.3143, ""Brp"": 0.3024, ""Ba"": 1.1582, ""Qex"": 3940, ""k"": 1.2021, ""eta"": 1, ""a0"": 1.0555, ""a1"": 0, ""z1"": 0.2382, ""z2"": 0.752, ""pc"": 1510, ""pcd"": 890, ""pt"": 21, ""tcc"": 0, ""tch"": 0, ""Lp"": 2304, ""Lr"": 0.2, ""L01"": 0.9273, ""L02"": 0.9136, ""L03"": 0.8927, ""L04"": 0.8399, ""L05"": 0.7838, ""L06"": 0.7235, ""L07"": 0.6455, ""L08"": 0.5449, ""L09"": 0.4059, ""Qlty"": 0.25, ""cdate"": ""2021-02-27"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": """", ""status"": """", ""origin"": ""GRT"", ""descr"": """", ""imageUuid"": ""aca499bd431f96888ea873e51b990c44"", ""imageDetailUuid"": ""d8efcb784a6e4569958ae5ad50d97718"", ""geloescht"": 0, ""rowid"": 30}";reference_8664_copy.dmp;Internal reference seed;reference_memory_dump;;;;;;;1.1582;0.3143;0.2901;0.3024;0.9273;0.9136;0.8927;0.8399;0.7838;0.7235;0.6455;0.5449;0.4059;2304;0.2;3940;0.25;1.0555;0;;GRT;2021-02-27;;;;1;0;;d8efcb784a6e4569958ae5ad50d97718;aca499bd431f96888ea873e51b990c44;1.2021;2020-04-30;;;;ADI;;;;GRT;1510;890;AR 2205;21;;;;30;;;0;0;;0.2382;0.752;1.1582;0.3143;0.2901;0.3024;0.9273;0.9136;0.8927;0.8399;0.7838;0.7235;0.6455;0.5449;0.4059;2304;0.2;3940;0.25;1.0555;0;;GRT;2021-02-27;;;;1;0;;d8efcb784a6e4569958ae5ad50d97718;aca499bd431f96888ea873e51b990c44;1.2021;2020-04-30;;;;ADI;;;;GRT;1510;890;AR 2205;21;;;;30;;;0;0;;0.2382;0.752
48;ADI AR 2206H;ADI;AR 2206H;;;;;0.5686;0.5686;;0.5686;4020.0;1.2328;1.4893;0.4309;0.8236;1.0;1670.0;930.0;21.0;;;;;1;;;;;;1;;1;memory_extracted;2020-04-14;reference_memory_import;reference_memory_dump;Internal reference seed;Internal reference seed;reference_memory_import.v1;reference_memory_dump;reference_memory_import.v1;;reference_memory_dump|powder|ADI|AR 2206H;reference_memory_dump|powder_model|ADI|AR 2206H;memory_extracted;Imported from internal reference seed.;Imported Gordon powder model from memory dump.;0.0;;;2026-04-03 13:01:49;47;caliber, component_type, diameter_mm, display_name, evidence_level, length_mm, lot_number, manufacturer, model_name, profile_json, raw_json, source_file, source_label, source_system, weight_grains;Ba, Bp, Br, Brp, L01, L02, L03, L04, L05, L06, L07, L08, L09, Lp, Lr, Qex, Qlty, a0, a1, cby, cdate, descr, eta, geloescht, id, imageDetailUuid, imageUuid, k, lotid, mby, mdate, mname, mode, origin, pc, pcd, pname, pt, rowid, status, tcc, tch, type, z1, z2;Ba, Bp, Br, Brp, L01, L02, L03, L04, L05, L06, L07, L08, L09, Lp, Lr, Qex, Qlty, a0, a1, cby, cdate, descr, eta, geloescht, id, imageDetailUuid, imageUuid, k, lotid, mby, mdate, mname, mode, origin, pc, pcd, pname, pt, rowid, status, tcc, tch, type, z1, z2;"{""source_system"": ""reference_memory_dump"", ""component_type"": ""powder"", ""manufacturer"": ""ADI"", ""model_name"": ""AR 2206H"", ""display_name"": ""ADI AR 2206H"", ""caliber"": null, ""weight_grains"": null, ""diameter_mm"": null, ""length_mm"": null, ""lot_number"": ""2020-04-14"", ""source_file"": ""reference_8664_copy.dmp"", ""source_label"": ""Internal reference seed"", ""evidence_level"": ""memory_extracted"", ""profile_json"": ""{\""Br\"": 0.156, \""Bp\"": 0.1862, \""Brp\"": 0.1718, \""Ba\"": 0.5686, \""Qex\"": 4020.0, \""k\"": 1.2328, \""eta\"": 1.0, \""a0\"": 1.4893, \""a1\"": null, \""z1\"": 0.4309, \""z2\"": 0.8236, \""pc\"": 1670.0, \""pcd\"": 930.0, \""pt\"": 21.0, \""tcc\"": null, \""tch\"": null, \""Lp\"": 2075.0, \""Lr\"": 0.2, \""L01\"": 0.5052, \""L02\"": 0.5149, \""L03\"": 0.5616, \""L04\"": 0.5924, \""L05\"": 0.5684, \""L06\"": 0.5261, \""L07\"": 0.4741, \""L08\"": 0.409, \""L09\"": 0.312, \""Qlty\"": 0.35}"", ""raw_json"": ""{\""id\"": null, \""mname\"": \""ADI\"", \""pname\"": \""AR 2206H\"", \""lotid\"": \""2020-04-14\"", \""Br\"": 0.156, \""Bp\"": 0.1862, \""Brp\"": 0.1718, \""Ba\"": 0.5686, \""Qex\"": 4020, \""k\"": 1.2328, \""eta\"": 1, \""a0\"": 1.4893, \""a1\"": 0, \""z1\"": 0.4309, \""z2\"": 0.8236, \""pc\"": 1670, \""pcd\"": 930, \""pt\"": 21, \""tcc\"": 0, \""tch\"": 0, \""Lp\"": 2075, \""Lr\"": 0.2, \""L01\"": 0.5052, \""L02\"": 0.5149, \""L03\"": 0.5616, \""L04\"": 0.5924, \""L05\"": 0.5684, \""L06\"": 0.5261, \""L07\"": 0.4741, \""L08\"": 0.409, \""L09\"": 0.312, \""Qlty\"": 0.35, \""cdate\"": \""2021-02-27\"", \""cby\"": \""GRT\"", \""mdate\"": \""\"", \""mby\"": \""\"", \""type\"": \""\"", \""mode\"": \""\"", \""status\"": \""\"", \""origin\"": \""GRT\"", \""descr\"": \""\"", \""imageUuid\"": \""e35ccd5c1314b780e9a619315db1ab28\"", \""imageDetailUuid\"": \""\"", \""geloescht\"": 0, \""rowid\"": 31}""}";"{""id"": null, ""mname"": ""ADI"", ""pname"": ""AR 2206H"", ""lotid"": ""2020-04-14"", ""Br"": 0.156, ""Bp"": 0.1862, ""Brp"": 0.1718, ""Ba"": 0.5686, ""Qex"": 4020, ""k"": 1.2328, ""eta"": 1, ""a0"": 1.4893, ""a1"": 0, ""z1"": 0.4309, ""z2"": 0.8236, ""pc"": 1670, ""pcd"": 930, ""pt"": 21, ""tcc"": 0, ""tch"": 0, ""Lp"": 2075, ""Lr"": 0.2, ""L01"": 0.5052, ""L02"": 0.5149, ""L03"": 0.5616, ""L04"": 0.5924, ""L05"": 0.5684, ""L06"": 0.5261, ""L07"": 0.4741, ""L08"": 0.409, ""L09"": 0.312, ""Qlty"": 0.35, ""cdate"": ""2021-02-27"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": """", ""status"": """", ""origin"": ""GRT"", ""descr"": """", ""imageUuid"": ""e35ccd5c1314b780e9a619315db1ab28"", ""imageDetailUuid"": """", ""geloescht"": 0, ""rowid"": 31}";"{""id"": null, ""mname"": ""ADI"", ""pname"": ""AR 2206H"", ""lotid"": ""2020-04-14"", ""Br"": 0.156, ""Bp"": 0.1862, ""Brp"": 0.1718, ""Ba"": 0.5686, ""Qex"": 4020, ""k"": 1.2328, ""eta"": 1, ""a0"": 1.4893, ""a1"": 0, ""z1"": 0.4309, ""z2"": 0.8236, ""pc"": 1670, ""pcd"": 930, ""pt"": 21, ""tcc"": 0, ""tch"": 0, ""Lp"": 2075, ""Lr"": 0.2, ""L01"": 0.5052, ""L02"": 0.5149, ""L03"": 0.5616, ""L04"": 0.5924, ""L05"": 0.5684, ""L06"": 0.5261, ""L07"": 0.4741, ""L08"": 0.409, ""L09"": 0.312, ""Qlty"": 0.35, ""cdate"": ""2021-02-27"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": """", ""status"": """", ""origin"": ""GRT"", ""descr"": """", ""imageUuid"": ""e35ccd5c1314b780e9a619315db1ab28"", ""imageDetailUuid"": """", ""geloescht"": 0, ""rowid"": 31}";;;;;;powder;;ADI AR 2206H;;memory_extracted;;;;;2020-04-14;ADI;;AR 2206H;;;"{""Br"": 0.156, ""Bp"": 0.1862, ""Brp"": 0.1718, ""Ba"": 0.5686, ""Qex"": 4020.0, ""k"": 1.2328, ""eta"": 1.0, ""a0"": 1.4893, ""a1"": null, ""z1"": 0.4309, ""z2"": 0.8236, ""pc"": 1670.0, ""pcd"": 930.0, ""pt"": 21.0, ""tcc"": null, ""tch"": null, ""Lp"": 2075.0, ""Lr"": 0.2, ""L01"": 0.5052, ""L02"": 0.5149, ""L03"": 0.5616, ""L04"": 0.5924, ""L05"": 0.5684, ""L06"": 0.5261, ""L07"": 0.4741, ""L08"": 0.409, ""L09"": 0.312, ""Qlty"": 0.35}";;"{""id"": null, ""mname"": ""ADI"", ""pname"": ""AR 2206H"", ""lotid"": ""2020-04-14"", ""Br"": 0.156, ""Bp"": 0.1862, ""Brp"": 0.1718, ""Ba"": 0.5686, ""Qex"": 4020, ""k"": 1.2328, ""eta"": 1, ""a0"": 1.4893, ""a1"": 0, ""z1"": 0.4309, ""z2"": 0.8236, ""pc"": 1670, ""pcd"": 930, ""pt"": 21, ""tcc"": 0, ""tch"": 0, ""Lp"": 2075, ""Lr"": 0.2, ""L01"": 0.5052, ""L02"": 0.5149, ""L03"": 0.5616, ""L04"": 0.5924, ""L05"": 0.5684, ""L06"": 0.5261, ""L07"": 0.4741, ""L08"": 0.409, ""L09"": 0.312, ""Qlty"": 0.35, ""cdate"": ""2021-02-27"", ""cby"": ""GRT"", ""mdate"": """", ""mby"": """", ""type"": """", ""mode"": """", ""status"": """", ""origin"": ""GRT"", ""descr"": """", ""imageUuid"": ""e35ccd5c1314b780e9a619315db1ab28"", ""imageDetailUuid"": """", ""geloescht"": 0, ""rowid"": 31}";reference_8664_copy.dmp;Internal reference seed;reference_memory_dump;;;;;;;0.5686;0.1862;0.156;0.1718;0.5052;0.5149;0.5616;0.5924;0.5684;0.5261;0.4741;0.409;0.312;2075;0.2;4020;0.35;1.4893;0;;GRT;2021-02-27;;;;1;0;;;e35ccd5c1314b780e9a619315db1ab28;1.2328;2020-04-14;;;;ADI;;;;GRT;1670;930;AR 2206H;21;;;;31;;;0;0;;0.4309;0.8236;0.5686;0.1862;0.156;0.1718;0.5052;0.5149;0.5616;0.5924;0.5684;0.5261;0.4741;0.409;0.312;2075;0.2;4020;0.35;1.4893;0;;GRT;2021-02-27;;;;1;0;;;e35ccd5c1314b780e9a619315db1ab28;1.2328;2020-04-14;;;;ADI;;;;GRT;1670;930;AR 2206H;21;;;;31;;;0;0;;0.4309;0.8236
