id;manufacturer;name;display_name;caliber;weight_grains;diameter_mm;diameter_in;length_mm;length_source;recommended_twist;type;base_type;tip_type;shape_family;construction_type;inference_confidence;bc_g1;bc_g7;source;source_kind;source_label;external_id;notes
3734;Nosler;SP SolBase 81165;Nosler SP SolBase 81165;.308;150.0;7.82;0.3079;28.5;profile_json;;;;soft_point;hunting;;medium;0.393;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3530;Nosler;CC HPBT J4 53155;Nosler CC HPBT J4 53155;.308;155.0;7.82;0.3079;28.93;profile_json;;;boat_tail;open_tip;;match_otm;medium;0.45;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3485;Nosler;Accubond 55602;Nosler Accubond 55602;.308;165.0;7.82;0.3079;33.3;profile_json;;;;;;;low;0.475;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3566;Nosler;CT Ballistic Tip 30165;Nosler CT Ballistic Tip 30165;.308;165.0;7.82;0.3079;32.8;profile_json;;;;polymer_tip;;;medium;0.475;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3594;Nosler;CT FailSafe 53175;Nosler CT FailSafe 53175;.308;165.0;7.82;0.3079;31.6;profile_json;;;;;;;low;0.314;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3619;Nosler;FailSafe 53175;Nosler FailSafe 53175;.308;165.0;7.82;0.3079;31.5;profile_json;;;;;;;low;0.314;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3693;Nosler;Partition SP 16330;Nosler Partition SP 16330;.308;165.0;7.82;0.3079;29.9;profile_json;;;;soft_point;hunting;;medium;0.41;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3730;Nosler;SP SolBase 38565;Nosler SP SolBase 38565;.308;165.0;7.82;0.3079;31.6;profile_json;;;;soft_point;hunting;;medium;0.428;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3508;Nosler;Bonded SB 38145;Nosler Bonded SB 38145;.308;168.0;7.82;0.3079;28.4;profile_json;;;;;;bonded;medium;0.35;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3531;Nosler;CC HPBT J4 53164;Nosler CC HPBT J4 53164;.308;168.0;7.82;0.3079;30.6;profile_json;;;boat_tail;open_tip;;match_otm;medium;0.462;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3546;Nosler;CT Ballistic Silvertip 51160;Nosler CT Ballistic Silvertip 51160;.308;168.0;7.82;0.3079;31.8;profile_json;;;;polymer_tip;;;medium;0.49;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3567;Nosler;CT Ballistic Tip 30168;Nosler CT Ballistic Tip 30168;.308;168.0;7.82;0.3079;33.3;profile_json;;;;polymer_tip;;;medium;0.49;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
24;Nosler;Custom Competition;;.308;168.0;0.308;0.0121;1.21;raw_json;;HPBT;boat_tail;open_tip;match;match_otm;medium;0.462;0.223;legacy_bullet_data;legacy_catalog;;88;Budget-friendly match bullet
3606;Nosler;E-Tip 59415;Nosler E-Tip 59415;.308;168.0;7.82;0.3079;35.6;profile_json;;;;polymer_tip;;;medium;0.503;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3642;Nosler;HPBT J4 53164;Nosler HPBT J4 53164;.308;168.0;7.82;0.3079;29.8;profile_json;;;boat_tail;open_tip;;match_otm;medium;0.462;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3717;Nosler;RDF HPBT 53182;Nosler RDF HPBT 53182;.308;168.0;7.82;0.3079;33.65;profile_json;;;boat_tail;open_tip;;match_otm;medium;0.505;0.253;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3677;Nosler;Partition RN 16333;Nosler Partition RN 16333;.308;170.0;7.82;0.3079;26.2;profile_json;;;flat_base;;round_nose;;medium;0.252;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3532;Nosler;CC HPBT J4 53952;Nosler CC HPBT J4 53952;.308;175.0;7.82;0.3079;32.1;profile_json;;;boat_tail;open_tip;;match_otm;medium;0.505;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3716;Nosler;RDF HPBT 53170;Nosler RDF HPBT 53170;.308;175.0;7.82;0.3079;33.9;profile_json;;;boat_tail;open_tip;;match_otm;medium;0.536;0.27;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3481;Nosler;AccuBond 54825;Nosler AccuBond 54825;.308;180.0;7.82;0.3079;35.1;profile_json;;;;;;;low;0.507;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3547;Nosler;CT Ballistic Silvertip 51170;Nosler CT Ballistic Silvertip 51170;.308;180.0;7.82;0.3079;34.3;profile_json;;;;polymer_tip;;;medium;0.507;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3568;Nosler;CT Ballistic Tip 30180;Nosler CT Ballistic Tip 30180;.308;180.0;7.82;0.3079;34.6;profile_json;;;;polymer_tip;;;medium;0.507;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3582;Nosler;CT Ballistic Tip 39583;Nosler CT Ballistic Tip 39583;.308;180.0;7.82;0.3079;34.1;profile_json;;;;polymer_tip;;;medium;0.507;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3595;Nosler;CT FailSafe 53180;Nosler CT FailSafe 53180;.308;180.0;7.82;0.3079;33.3;profile_json;;;;;;;low;0.391;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3601;Nosler;E-Tip 59180;Nosler E-Tip 59180;.308;180.0;7.82;0.3079;37.4;profile_json;;;;polymer_tip;;;medium;0.523;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3620;Nosler;FailSafe 53180;Nosler FailSafe 53180;.308;180.0;7.82;0.3079;33.3;profile_json;;;;;;;low;0.391;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3668;Nosler;Partition Gold 52230;Nosler Partition Gold 52230;.308;180.0;7.82;0.3079;32.1;profile_json;;;;;;;low;0.474;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3673;Nosler;Partition PP 25396;Nosler Partition PP 25396;.308;180.0;7.82;0.3079;30.0;profile_json;;;;;;;low;0.361;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3694;Nosler;Partition SP 16331;Nosler Partition SP 16331;.308;180.0;7.82;0.3079;31.0;profile_json;;;;soft_point;hunting;;medium;0.474;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3728;Nosler;SP SolBase 34559;Nosler SP SolBase 34559;.308;180.0;7.82;0.3079;33.3;profile_json;;;;soft_point;hunting;;medium;0.491;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3498;Nosler;AccuBond LR 58456;Nosler AccuBond LR 58456;.308;190.0;7.82;0.3079;37.1;profile_json;;;;;;;low;0.64;0.325;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3525;Nosler;CC HPBT 53412;Nosler CC HPBT 53412;.308;190.0;7.82;0.3079;33.1;profile_json;;;boat_tail;open_tip;;match_otm;medium;0.53;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3479;Nosler;AccuBond 54618;Nosler AccuBond 54618;.308;200.0;7.82;0.3079;37.9;profile_json;;;;;;;low;0.588;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3699;Nosler;Partition SP 35626;Nosler Partition SP 35626;.308;200.0;7.82;0.3079;34.4;profile_json;;;;soft_point;hunting;;medium;0.481;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3496;Nosler;AccuBond LR 58317;Nosler AccuBond LR 58317;.308;210.0;7.82;0.3079;39.5;profile_json;;;;;;;low;0.73;0.366;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3522;Nosler;CC HPBT 53154;Nosler CC HPBT 53154;.308;220.0;7.82;0.3079;38.9;profile_json;;;boat_tail;open_tip;;match_otm;medium;0.69;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3659;Nosler;Noveske GlowTip 31612;Nosler Noveske GlowTip 31612;.308;220.0;7.82;0.3079;36.1;profile_json;;;;polymer_tip;;;medium;0.29;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3680;Nosler;Partition Semi-SP 16332;Nosler Partition Semi-SP 16332;.308;220.0;7.82;0.3079;34.9;profile_json;;;;soft_point;hunting;;medium;0.351;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3569;Nosler;CT Ballistic Tip 32180;Nosler CT Ballistic Tip 32180;.323;180.0;8.2;0.3228;32.6;profile_json;;;;polymer_tip;;;medium;0.394;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
5820;Nosler;E-Tip 59265;Nosler E-Tip 59265;.323;180.0;8.2;0.3228;34.67;profile_json;;;;polymer_tip;;;medium;0.427;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3474;Nosler;AccuBond 54374;Nosler AccuBond 54374;.323;200.0;8.2;0.3228;35.4;profile_json;;;;;;;low;0.45;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3519;Nosler;CC HPBT 49524;Nosler CC HPBT 49524;.323;200.0;8.2;0.3228;33.7;profile_json;;;boat_tail;open_tip;;match_otm;medium;0.52;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3698;Nosler;Partition SP 35277;Nosler Partition SP 35277;.323;200.0;8.2;0.3228;31.6;profile_json;;;;soft_point;hunting;;medium;0.35;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3475;Nosler;AccuBond 54374;Nosler AccuBond 54374;.338;180.0;8.59;0.3382;31.5;profile_json;;;;;;;low;0.372;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3491;Nosler;AccuBond 57625;Nosler AccuBond 57625;.338;180.0;8.59;0.3382;31.3;profile_json;;;;;;;low;0.372;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3570;Nosler;CT Ballistic Tip 33180;Nosler CT Ballistic Tip 33180;.338;180.0;8.59;0.3382;32.0;profile_json;;;;polymer_tip;;;medium;0.372;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3487;Nosler;Accubond 56382;Nosler Accubond 56382;.338;200.0;8.59;0.3382;34.2;profile_json;;;;;;;low;0.414;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3548;Nosler;CT Ballistic Silvertip 51200;Nosler CT Ballistic Silvertip 51200;.338;200.0;8.59;0.3382;33.8;profile_json;;;;polymer_tip;;;medium;0.414;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3571;Nosler;CT Ballistic Tip 33200;Nosler CT Ballistic Tip 33200;.338;200.0;8.59;0.3382;34.0;profile_json;;;;polymer_tip;;;medium;0.414;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3585;Nosler;CT Ballistic Tip 39595;Nosler CT Ballistic Tip 39595;.338;200.0;8.59;0.3382;33.5;profile_json;;;;polymer_tip;;;medium;0.414;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3602;Nosler;E-Tip 59186;Nosler E-Tip 59186;.338;200.0;8.59;0.3382;36.3;profile_json;;;;polymer_tip;;;medium;0.425;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3696;Nosler;Partition SP 16337;Nosler Partition SP 16337;.338;210.0;8.59;0.3382;30.5;profile_json;;;;soft_point;hunting;;medium;0.4;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3473;Nosler;AccuBond 54357;Nosler AccuBond 54357;.338;225.0;8.59;0.3382;36.9;profile_json;;;;;;;low;0.55;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3604;Nosler;E-Tip 59372;Nosler E-Tip 59372;.338;225.0;8.59;0.3382;37.1;profile_json;;;;polymer_tip;;;medium;0.611;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3695;Nosler;Partition SP 16336;Nosler Partition SP 16336;.338;225.0;8.59;0.3382;33.1;profile_json;;;;soft_point;hunting;;medium;0.454;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3596;Nosler;CT FailSafe 53230;Nosler CT FailSafe 53230;.338;230.0;8.59;0.3382;35.0;profile_json;;;;;;;low;0.436;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3621;Nosler;FailSafe 53230;Nosler FailSafe 53230;.338;230.0;8.59;0.3382;34.9;profile_json;;;;;;;low;0.436;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3490;Nosler;AccuBond 57287;Nosler AccuBond 57287;.338;250.0;8.59;0.3382;39.9;profile_json;;;;;;;low;0.575;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3669;Nosler;Partition Gold 52280;Nosler Partition Gold 52280;.338;250.0;8.59;0.3382;35.0;profile_json;;;;;;;low;0.473;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3678;Nosler;Partition RN 16338;Nosler Partition RN 16338;.338;250.0;8.59;0.3382;34.1;profile_json;;;flat_base;;round_nose;;medium;0.364;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3702;Nosler;Partition SP 35644;Nosler Partition SP 35644;.338;250.0;8.59;0.3382;35.0;profile_json;;;;soft_point;hunting;;medium;0.473;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3497;Nosler;Accubond LR 58454;Nosler Accubond LR 58454;.338;265.0;8.59;0.3382;42.51;profile_json;;;;;;;low;0.732;0.369;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3482;Nosler;AccuBond 54851;Nosler AccuBond 54851;.338;300.0;8.59;0.3382;44.5;profile_json;;;;;;;low;0.72;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3528;Nosler;CC HPBT 53515;Nosler CC HPBT 53515;.338;300.0;8.59;0.3382;43.9;profile_json;;;boat_tail;open_tip;;match_otm;medium;0.8;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3628;Nosler;HP 42050;Nosler HP 42050;.355;90.0;9.02;0.3551;10.3;profile_json;;;;open_tip;;;medium;0.086;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3624;Nosler;FMJ 42059;Nosler FMJ 42059;.355;115.0;9.02;0.3551;13.2;profile_json;;;;full_metal_jacket;fmj;fmj;medium;0.103;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3630;Nosler;HP 43009;Nosler HP 43009;.355;115.0;9.02;0.3551;12.9;profile_json;;;;open_tip;;;medium;0.11;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3651;Nosler;JHP 44848;Nosler JHP 44848;.355;115.0;9.02;0.3551;13.0;profile_json;;;;open_tip;;;medium;0.109;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3645;Nosler;JHP 43123;Nosler JHP 43123;.355;124.0;9.02;0.3551;14.3;profile_json;;;;open_tip;;;medium;0.118;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3635;Nosler;HP Practical Pistol 44835;Nosler HP Practical Pistol 44835;.357;115.0;9.07;0.3571;13.0;profile_json;;;;open_tip;;;medium;0.11;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3646;Nosler;JHP 43123;Nosler JHP 43123;.357;124.0;9.07;0.3571;14.3;profile_json;;;;open_tip;;;medium;0.118;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3629;Nosler;HP 42055;Nosler HP 42055;.357;125.0;9.07;0.3571;13.9;profile_json;;;;open_tip;;;medium;0.143;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3710;Nosler;Practical 44836;Nosler Practical 44836;.357;135.0;9.07;0.3571;14.2;profile_json;;;;;;;low;0.149;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3711;Nosler;Practical Pistol 44839;Nosler Practical Pistol 44839;.357;150.0;9.07;0.3571;15.9;profile_json;;;;;;;low;0.157;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3727;Nosler;SP 42056;Nosler SP 42056;.357;150.0;9.07;0.3571;15.7;profile_json;;;;soft_point;hunting;;medium;0.153;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3647;Nosler;JHP 44841;Nosler JHP 44841;.357;158.0;9.07;0.3571;19.7;profile_json;;;;open_tip;;;medium;0.182;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3670;Nosler;Partition HP 35180;Nosler Partition HP 35180;.357;180.0;9.07;0.3571;20.6;profile_json;;;;open_tip;;;medium;0.201;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3720;Nosler;SILH 42058;Nosler SILH 42058;.357;180.0;9.07;0.3571;18.9;profile_json;;;;;;;low;0.21;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3478;Nosler;AccuBond 54425;Nosler AccuBond 54425;.358;200.0;9.09;0.3579;30.9;profile_json;;;;;;;low;0.365;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3469;Nosler;AccuBond 50712;Nosler AccuBond 50712;.358;225.0;9.09;0.3579;35.0;profile_json;;;;;;;low;0.421;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3574;Nosler;CT Ballistic Tip 35225;Nosler CT Ballistic Tip 35225;.358;225.0;9.09;0.3579;34.4;profile_json;;;;polymer_tip;;;medium;0.421;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3705;Nosler;Partition SP 44800;Nosler Partition SP 44800;.358;225.0;9.09;0.3579;29.9;profile_json;;;;soft_point;hunting;;medium;0.43;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3706;Nosler;Partition SP 44801;Nosler Partition SP 44801;.358;250.0;9.09;0.3579;32.3;profile_json;;;;soft_point;hunting;;medium;0.446;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3494;Nosler;AccuBond 59756;Nosler AccuBond 59756;.366;250.0;9.3;0.3661;35.02;profile_json;;;;;;;low;0.494;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3575;Nosler;CT Ballistic Tip 36250;Nosler CT Ballistic Tip 36250;.366;250.0;9.3;0.3661;34.1;profile_json;;;;polymer_tip;;;medium;0.494;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3663;Nosler;Partition 44750;Nosler Partition 44750;.366;286.0;9.3;0.3661;34.5;profile_json;;;;;;;low;0.482;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3704;Nosler;Partition SP 44750;Nosler Partition SP 44750;.366;286.0;9.3;0.3661;35.0;profile_json;;;;soft_point;hunting;;medium;0.482;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3726;Nosler;Solid 29825;Nosler Solid 29825;.366;286.0;9.3;0.3661;35.9;profile_json;;;;hollow_or_tipped;;monolithic;medium;0.35;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3477;Nosler;AccuBond 54413;Nosler AccuBond 54413;.375;260.0;9.52;0.3748;35.4;profile_json;;;;;;;low;0.473;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3576;Nosler;CT Ballistic Tip 37260;Nosler CT Ballistic Tip 37260;.375;260.0;9.52;0.3748;35.2;profile_json;;;;polymer_tip;;;medium;0.465;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3708;Nosler;Partition SP 44850;Nosler Partition SP 44850;.375;260.0;9.52;0.3748;29.1;profile_json;;;;soft_point;hunting;;medium;0.314;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3725;Nosler;Solid 29755;Nosler Solid 29755;.375;260.0;9.52;0.3748;31.7;profile_json;;;;hollow_or_tipped;;monolithic;medium;0.254;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3597;Nosler;CT FailSafe 53350;Nosler CT FailSafe 53350;.375;270.0;9.52;0.3748;35.6;profile_json;;;;;;;low;0.393;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3622;Nosler;FailSafe 53350;Nosler FailSafe 53350;.375;270.0;9.52;0.3748;35.6;profile_json;;;;;;;low;0.393;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3471;Nosler;AccuBond 53662;Nosler AccuBond 53662;.375;300.0;9.52;0.3748;38.7;profile_json;;;;;;;low;0.485;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3598;Nosler;CT FailSafe 53360;Nosler CT FailSafe 53360;.375;300.0;9.52;0.3748;37.9;profile_json;;;;;;;low;0.441;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3623;Nosler;FailSafe 53360;Nosler FailSafe 53360;.375;300.0;9.52;0.3748;37.9;profile_json;;;;;;;low;0.441;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3707;Nosler;Partition SP 44845;Nosler Partition SP 44845;.375;300.0;9.52;0.3748;34.0;profile_json;;;;soft_point;hunting;;medium;0.398;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3723;Nosler;Solid 28451;Nosler Solid 28451;.375;300.0;9.52;0.3748;36.1;profile_json;;;;hollow_or_tipped;;monolithic;medium;0.3;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3652;Nosler;JHP 44852;Nosler JHP 44852;.400;135.0;10.16;0.4;12.6;profile_json;;;;open_tip;;;medium;0.093;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3653;Nosler;JHP 44860;Nosler JHP 44860;.400;150.0;10.16;0.4;13.6;profile_json;;;;open_tip;;;medium;0.106;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3633;Nosler;HP 44844;Nosler HP 44844;.400;170.0;10.16;0.4;15.0;profile_json;;;;open_tip;;;medium;0.137;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3632;Nosler;HP 44837;Nosler HP 44837;.400;180.0;10.16;0.4;15.3;profile_json;;;;open_tip;;;medium;0.147;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3654;Nosler;JHP 44885;Nosler JHP 44885;.400;180.0;10.16;0.4;15.8;profile_json;;;;open_tip;;;medium;0.147;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3656;Nosler;JHP 44952;Nosler JHP 44952;.400;200.0;10.16;0.4;17.1;profile_json;;;;open_tip;;;medium;0.163;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3631;Nosler;HP 43012;Nosler HP 43012;.410;210.0;10.41;0.4098;17.5;profile_json;;;;open_tip;;;medium;0.17;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3664;Nosler;Partition 45200;Nosler Partition 45200;.416;400.0;10.57;0.4161;37.8;profile_json;;;;;;;low;0.39;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3721;Nosler;Solid 23654;Nosler Solid 23654;.416;400.0;10.57;0.4161;38.8;profile_json;;;;hollow_or_tipped;;monolithic;medium;0.289;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3649;Nosler;JHP 44846;Nosler JHP 44846;.429;200.0;10.9;0.4291;15.5;profile_json;;;;open_tip;;;medium;0.155;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3648;Nosler;JHP 44842;Nosler JHP 44842;.429;240.0;10.9;0.4291;18.1;profile_json;;;;open_tip;;;medium;0.186;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3657;Nosler;JSP 44868;Nosler JSP 44868;.429;240.0;10.9;0.4291;17.8;profile_json;;;;soft_point;hunting;;medium;0.186;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3671;Nosler;Partition HP 44250;Nosler Partition HP 44250;.429;250.0;10.9;0.4291;20.4;profile_json;;;;open_tip;;;medium;0.2;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3643;Nosler;JHP 42069;Nosler JHP 42069;.429;300.0;10.9;0.4291;24.8;profile_json;;;;open_tip;;;medium;0.233;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3533;Nosler;CC JHP 44847;Nosler CC JHP 44847;.451;185.0;11.46;0.4512;13.5;profile_json;;;;open_tip;;;medium;0.142;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3650;Nosler;JHP 44847;Nosler JHP 44847;.451;185.0;11.46;0.4512;14.0;profile_json;;;;open_tip;;;medium;0.142;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3625;Nosler;FMJ 42064;Nosler FMJ 42064;.451;230.0;11.46;0.4512;15.7;profile_json;;;;full_metal_jacket;fmj;fmj;medium;0.183;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3655;Nosler;JHP 44922;Nosler JHP 44922;.451;230.0;11.46;0.4512;16.2;profile_json;;;;open_tip;;;medium;0.175;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3644;Nosler;JHP 43013;Nosler JHP 43013;.451;250.0;11.46;0.4512;19.7;profile_json;;;;open_tip;;;medium;0.176;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3672;Nosler;Partition HP 45260;Nosler Partition HP 45260;.451;260.0;11.46;0.4512;20.3;profile_json;;;;open_tip;;;medium;0.174;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3676;Nosler;Partition PP 45350;Nosler Partition PP 45350;.451;300.0;11.46;0.4512;21.3;profile_json;;;;;;;low;0.199;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3505;Nosler;BallSilver RN 51834;Nosler BallSilver RN 51834;.458;300.0;11.63;0.4579;23.3;profile_json;;;flat_base;;round_nose;;medium;0.191;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3658;Nosler;MZ 50300;Nosler MZ 50300;.458;300.0;11.63;0.4579;25.4;profile_json;;;;;;;low;0.25;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
3675;Nosler;Partition PP 45325;Nosler Partition PP 45325;.458;300.0;11.63;0.4579;21.1;profile_json;;;;;;;low;0.199;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
