id;manufacturer;name;display_name;caliber;weight_grains;diameter_mm;diameter_in;length_mm;length_source;recommended_twist;type;base_type;tip_type;shape_family;construction_type;inference_confidence;bc_g1;bc_g7;source;source_kind;source_label;external_id;notes
329;A-Square;MONO RN;A-Square MONO RN;.284;175.0;7.21;0.2839;25.4;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.292;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
311;A-Square;DeadTough;A-Square DeadTough;.308;180.0;7.82;0.3079;25.4;profile_json;;;;;hunting;;medium;0.249;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
350;A-Square;MONO RN;A-Square MONO RN;.308;180.0;7.82;0.3079;26.2;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.249;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
330;A-Square;MONO RN;A-Square MONO RN;.308;220.0;7.82;0.3079;25.4;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.297;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
331;A-Square;MONO RN;A-Square MONO RN;.323;220.0;8.2;0.3228;25.4;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.285;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
294;A-Square;DeadTough;A-Square DeadTough;.338;250.0;8.59;0.3382;25.4;profile_json;;;;;hunting;;medium;0.3;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
312;A-Square;LionLoad;A-Square LionLoad;.338;250.0;8.59;0.3382;25.4;profile_json;;;;;;;low;0.3;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
332;A-Square;MONO RN;A-Square MONO RN;.338;250.0;8.59;0.3382;25.4;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.3;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
295;A-Square;DeadTough;A-Square DeadTough;.358;275.0;9.09;0.3579;25.4;profile_json;;;;;hunting;;medium;0.293;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
313;A-Square;LionLoad;A-Square LionLoad;.358;275.0;9.09;0.3579;25.4;profile_json;;;;;;;low;0.293;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
333;A-Square;MONO RN;A-Square MONO RN;.358;275.0;9.09;0.3579;25.4;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.293;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
296;A-Square;DeadTough;A-Square DeadTough;.366;286.0;9.3;0.3661;25.4;profile_json;;;;;hunting;;medium;0.279;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
314;A-Square;LionLoad;A-Square LionLoad;.366;286.0;9.3;0.3661;25.4;profile_json;;;;;;;low;0.279;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
334;A-Square;MONO RN;A-Square MONO RN;.366;286.0;9.3;0.3661;25.4;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.279;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
297;A-Square;DeadTough;A-Square DeadTough;.375;300.0;9.52;0.3748;25.4;profile_json;;;;;hunting;;medium;0.284;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
315;A-Square;LionLoad;A-Square LionLoad;.375;300.0;9.52;0.3748;25.4;profile_json;;;;;;;low;0.284;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
335;A-Square;MONO RN;A-Square MONO RN;.375;300.0;9.52;0.3748;29.3;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.284;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
298;A-Square;DeadTough;A-Square DeadTough;.409;400.0;10.39;0.4091;25.4;profile_json;;;;;hunting;;medium;0.322;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
316;A-Square;LionLoad;A-Square LionLoad;.409;400.0;10.39;0.4091;25.4;profile_json;;;;;;;low;0.322;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
336;A-Square;MONO RN;A-Square MONO RN;.409;400.0;10.39;0.4091;39.7;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.322;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
299;A-Square;DeadTough;A-Square DeadTough;.416;400.0;10.57;0.4161;25.4;profile_json;;;;;hunting;;medium;0.316;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
317;A-Square;LionLoad;A-Square LionLoad;.416;400.0;10.57;0.4161;25.4;profile_json;;;;;;;low;0.316;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
337;A-Square;MONO RN;A-Square MONO RN;.416;400.0;10.57;0.4161;25.4;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.316;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
300;A-Square;DeadTough;A-Square DeadTough;.423;400.0;10.74;0.4228;25.4;profile_json;;;;;hunting;;medium;0.311;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
318;A-Square;LionLoad;A-Square LionLoad;.423;400.0;10.74;0.4228;25.4;profile_json;;;;;;;low;0.311;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
338;A-Square;MONO RN;A-Square MONO RN;.423;400.0;10.74;0.4228;25.4;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.311;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
301;A-Square;DeadTough;A-Square DeadTough;.458;465.0;11.63;0.4579;25.4;profile_json;;;;;hunting;;medium;0.327;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
319;A-Square;LionLoad;A-Square LionLoad;.458;465.0;11.63;0.4579;25.4;profile_json;;;;;;;low;0.327;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
339;A-Square;MONO RN;A-Square MONO RN;.458;465.0;11.63;0.4579;30.3;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.327;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
302;A-Square;DeadTough;A-Square DeadTough;.458;500.0;11.63;0.4579;25.4;profile_json;;;;;hunting;;medium;0.342;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
320;A-Square;LionLoad;A-Square LionLoad;.458;500.0;11.63;0.4579;25.4;profile_json;;;;;;;low;0.342;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
340;A-Square;MONO RN;A-Square MONO RN;.458;500.0;11.63;0.4579;25.4;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.342;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
303;A-Square;DeadTough;A-Square DeadTough;.468;480.0;11.89;0.4681;25.4;profile_json;;;;;hunting;;medium;0.314;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
321;A-Square;LionLoad;A-Square LionLoad;.468;480.0;11.89;0.4681;25.4;profile_json;;;;;;;low;0.314;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
341;A-Square;MONO RN;A-Square MONO RN;.468;480.0;11.89;0.4681;25.4;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.314;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
304;A-Square;DeadTough;A-Square DeadTough;.475;500.0;12.07;0.4752;25.4;profile_json;;;;;hunting;;medium;0.321;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
322;A-Square;LionLoad;A-Square LionLoad;.475;500.0;12.07;0.4752;25.4;profile_json;;;;;;;low;0.321;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
342;A-Square;MONO RN;A-Square MONO RN;.475;500.0;12.07;0.4752;30.3;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.321;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
305;A-Square;DeadTough;A-Square DeadTough;.488;500.0;12.4;0.4882;25.4;profile_json;;;;;hunting;;medium;0.297;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
323;A-Square;LionLoad;A-Square LionLoad;.488;500.0;12.4;0.4882;25.4;profile_json;;;;;;;low;0.297;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
343;A-Square;MONO RN;A-Square MONO RN;.488;500.0;12.4;0.4882;25.4;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.297;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
306;A-Square;DeadTough;A-Square DeadTough;.505;525.0;12.83;0.5051;25.4;profile_json;;;;;hunting;;medium;0.283;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
324;A-Square;LionLoad;A-Square LionLoad;.505;525.0;12.83;0.5051;25.4;profile_json;;;;;;;low;0.283;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
344;A-Square;MONO RN;A-Square MONO RN;.505;525.0;12.83;0.5051;25.4;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.283;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
307;A-Square;DeadTough;A-Square DeadTough;.510;570.0;12.95;0.5098;25.4;profile_json;;;;;hunting;;medium;0.328;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
325;A-Square;LionLoad;A-Square LionLoad;.510;570.0;12.95;0.5098;25.4;profile_json;;;;;;;low;0.328;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
345;A-Square;MONO RN;A-Square MONO RN;.510;570.0;12.95;0.5098;32.3;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.328;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
308;A-Square;DeadTough;A-Square DeadTough;.510;600.0;12.95;0.5098;25.4;profile_json;;;;;hunting;;medium;0.339;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
326;A-Square;LionLoad;A-Square LionLoad;.510;600.0;12.95;0.5098;25.4;profile_json;;;;;;;low;0.339;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
346;A-Square;MONO RN;A-Square MONO RN;.510;600.0;12.95;0.5098;33.1;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.339;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
309;A-Square;DeadTough;A-Square DeadTough;.585;750.0;14.86;0.585;25.4;profile_json;;;;;hunting;;medium;0.292;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
327;A-Square;LionLoad;A-Square LionLoad;.585;750.0;14.86;0.585;25.4;profile_json;;;;;;;low;0.292;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
347;A-Square;MONO RN;A-Square MONO RN;.585;750.0;14.86;0.585;25.4;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.292;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
310;A-Square;DeadTough;A-Square DeadTough;.620;900.0;15.75;0.6201;25.4;profile_json;;;;;hunting;;medium;0.296;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
328;A-Square;LionLoad;A-Square LionLoad;.620;900.0;15.75;0.6201;25.4;profile_json;;;;;;;low;0.296;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
348;A-Square;MONO RN;A-Square MONO RN;.620;900.0;15.75;0.6201;25.4;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.296;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
349;A-Square;MONO RN;A-Square MONO RN;.700;1000.0;17.78;0.7;25.4;profile_json;;;flat_base;hollow_or_tipped;round_nose;monolithic;medium;0.308;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
359;ARES;RN SBB NG;ARES RN SBB NG;.356;125.0;9.04;0.3559;15.4;profile_json;;;flat_base;;round_nose;;medium;0.121;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
360;ARES;RN SBB NG EPRX;ARES RN SBB NG EPRX;.356;125.0;9.04;0.3559;15.5;profile_json;;;flat_base;;round_nose;;medium;;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
358;ARES;FPFB EPRX;ARES FPFB EPRX;.356;135.0;9.04;0.3559;15.9;profile_json;;;;;;;low;;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
361;ARES;RNBB CEPRX;ARES RNBB CEPRX;.356;135.0;9.04;0.3559;16.2;profile_json;;;flat_base;;round_nose;;medium;;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
362;ARES;RNBB EPRX;ARES RNBB EPRX;.356;135.0;9.04;0.3559;16.3;profile_json;;;flat_base;;round_nose;;medium;;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
363;ARES;RNFBNG EPRX;ARES RNFBNG EPRX;.356;135.0;9.04;0.3559;15.8;profile_json;;;flat_base;;round_nose;;medium;;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
356;ARES;FNBBBNG CEPRX;ARES FNBBBNG CEPRX;.356;147.0;9.04;0.3559;15.6;profile_json;;;;;;;low;0.173;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
357;ARES;FPBB EPRX;ARES FPBB EPRX;.356;147.0;9.04;0.3559;17.1;profile_json;;;;;;;low;;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
364;ARES;RNFBNG EPRX;ARES RNFBNG EPRX;.356;147.0;9.04;0.3559;17.0;profile_json;;;flat_base;;round_nose;;medium;0.173;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
353;AlsaPro;FMJ;AlsaPro FMJ;.355;115.0;9.02;0.3551;14.7;profile_json;;;;full_metal_jacket;fmj;fmj;medium;0.1;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
351;AlsaPro;FMJ;AlsaPro FMJ;.355;124.0;9.01;0.3547;15.57;profile_json;;;;full_metal_jacket;fmj;fmj;medium;0.079;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
354;AlsaPro;FMJ;AlsaPro FMJ;.355;140.0;9.02;0.3551;16.8;profile_json;;;;full_metal_jacket;fmj;fmj;medium;0.159;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
352;AlsaPro;FMJ;AlsaPro FMJ;.355;147.0;9.02;0.3551;17.3;profile_json;;;;full_metal_jacket;fmj;fmj;medium;0.165;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
355;AlsaPro;FMJ FP;AlsaPro FMJ FP;.357;158.0;9.07;0.3571;17.4;profile_json;;;;full_metal_jacket;fmj;fmj;medium;0.156;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
365;Arma Force;124gr FMJ RN .355;Arma Force 124gr FMJ RN .355;.355;124.0;9.02;0.3551;15.3;profile_json;;;flat_base;full_metal_jacket;round_nose;fmj;medium;;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
366;Arma Force;230gr FMJ RN;Arma Force 230gr FMJ RN;.451;230.0;11.45;0.4508;16.65;profile_json;;;flat_base;full_metal_jacket;round_nose;fmj;medium;;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
367;Arma Force;230gr RN .451;Arma Force 230gr RN .451;.451;230.0;11.45;0.4508;16.16;profile_json;;;flat_base;;round_nose;;medium;;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
368;Armscor;110 RN FMJ;Armscor 110 RN FMJ;.308;110.0;7.82;0.3079;16.71;profile_json;;;flat_base;full_metal_jacket;round_nose;fmj;medium;0.142;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
1200;BPZ;100 FMJ;BPZ 100 FMJ;.284;101.0;6.65;0.2618;28.25;profile_json;;;;full_metal_jacket;fmj;fmj;medium;0.433;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
1201;BPZ;FMJ BT 11.5;BPZ FMJ BT 11.5;.307;177.7;7.8;0.3071;31.2;profile_json;;;boat_tail;full_metal_jacket;fmj;fmj;medium;0.5;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
55;Badlands;125gr .264 BD-2;Badlands 125gr .264 BD-2;.264;125.0;6705.6;264.0;;;;0;;;;;low;0.59;0.302;reference_import;reference_readable_snapshot;grt_databases;;Imported Gordon bullet reference into local library.
56;Badlands;140gr 277 SBD-2;Badlands 140gr 277 SBD-2;.277;140.0;7035.8;277.0;;;;2;;;;;low;0.65;0.333;reference_import;reference_readable_snapshot;grt_databases;;Imported Gordon bullet reference into local library.
369;Balistix;Balistix RBT HunTac (HBN);Balistix Balistix RBT HunTac (HBN);.242;75.0;6.15;0.2421;24.89;profile_json;;;boat_tail;;hunting;;medium;0.27;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
381;Balistix;Balistix RBT Target (HBN);Balistix Balistix RBT Target (HBN);.242;75.0;6.15;0.2421;26.16;profile_json;;;boat_tail;;;;medium;0.34;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
370;Balistix;Balistix RBT HunTac (HBN);Balistix Balistix RBT HunTac (HBN);.242;87.0;6.15;0.2421;28.85;profile_json;;;boat_tail;;hunting;;medium;0.35;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
382;Balistix;Balistix RBT Target (HBN);Balistix Balistix RBT Target (HBN);.242;87.0;6.15;0.2421;29.39;profile_json;;;boat_tail;;;;medium;0.41;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
371;Balistix;Balistix RBT HunTac (HBN);Balistix Balistix RBT HunTac (HBN);.263;115.0;6.68;0.263;32.11;profile_json;;;boat_tail;;hunting;;medium;0.38;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
383;Balistix;Balistix RBT Target (HBN);Balistix Balistix RBT Target (HBN);.263;115.0;6.68;0.263;33.5;profile_json;;;boat_tail;;;;medium;0.49;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
372;Balistix;Balistix RBT HunTac (HBN);Balistix Balistix RBT HunTac (HBN);.263;125.0;6.68;0.263;34.7;profile_json;;;boat_tail;;hunting;;medium;0.43;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
384;Balistix;Balistix RBT TARGET (HBN);Balistix Balistix RBT TARGET (HBN);.263;125.0;6.68;0.263;35.2;profile_json;;;boat_tail;;;;medium;0.52;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
373;Balistix;Balistix RBT HunTac (HBN);Balistix Balistix RBT HunTac (HBN);.276;130.0;7.01;0.276;32.89;profile_json;;;boat_tail;;hunting;;medium;0.39;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
385;Balistix;Balistix RBT Target (HBN);Balistix Balistix RBT Target (HBN);.276;130.0;7.01;0.276;33.71;profile_json;;;boat_tail;;;;medium;0.48;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
374;Balistix;Balistix RBT HunTac (HBN);Balistix Balistix RBT HunTac (HBN);.283;140.0;7.19;0.2831;32.51;profile_json;;;boat_tail;;hunting;;medium;0.4;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
386;Balistix;Balistix RBT Target (HBN);Balistix Balistix RBT Target (HBN);.283;140.0;7.19;0.2831;34.49;profile_json;;;boat_tail;;;;medium;0.49;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
375;Balistix;Balistix RBT HunTac (HBN);Balistix Balistix RBT HunTac (HBN);.307;155.0;7.8;0.3071;32.59;profile_json;;;boat_tail;;hunting;;medium;0.37;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
387;Balistix;Balistix RBT Target (HBN);Balistix Balistix RBT Target (HBN);.307;155.0;7.8;0.3071;33.3;profile_json;;;boat_tail;;;;medium;0.44;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
395;Balistix;Balistix RBT Ultra Hunt (HBN);Balistix Balistix RBT Ultra Hunt (HBN);.307;155.0;7.8;0.3071;31.5;profile_json;;;boat_tail;;hunting;;medium;0.31;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
376;Balistix;Balistix RBT HunTac (HBN);Balistix Balistix RBT HunTac (HBN);.307;165.0;7.8;0.3071;33.91;profile_json;;;boat_tail;;hunting;;medium;0.4;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
388;Balistix;Balistix RBT Target (HBN);Balistix Balistix RBT Target (HBN);.307;165.0;7.8;0.3071;34.8;profile_json;;;boat_tail;;;;medium;0.48;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
396;Balistix;Balistix RBT Ultra Hunt (HBN);Balistix Balistix RBT Ultra Hunt (HBN);.307;165.0;7.8;0.3071;32.79;profile_json;;;boat_tail;;hunting;;medium;0.34;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
377;Balistix;Balistix RBT HunTac (HBN);Balistix Balistix RBT HunTac (HBN);.307;175.0;7.8;0.3071;35.71;profile_json;;;boat_tail;;hunting;;medium;0.42;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
389;Balistix;Balistix RBT Target (HBN);Balistix Balistix RBT Target (HBN);.307;175.0;7.8;0.3071;36.6;profile_json;;;boat_tail;;;;medium;0.51;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
397;Balistix;Balistix RBT Ultra Hunt (HBN);Balistix Balistix RBT Ultra Hunt (HBN);.307;175.0;7.8;0.3071;34.39;profile_json;;;boat_tail;;hunting;;medium;0.35;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
379;Balistix;Balistix RBT HunTac (HBN);Balistix Balistix RBT HunTac (HBN);.311;170.0;7.9;0.311;33.91;profile_json;;;boat_tail;;hunting;;medium;0.42;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
394;Balistix;Balistix RBT Ulta Hunt (HBN);Balistix Balistix RBT Ulta Hunt (HBN);.322;200.0;8.18;0.322;36.5;profile_json;;;boat_tail;;hunting;;medium;0.45;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
378;Balistix;Balistix RBT HunTac (HBN);Balistix Balistix RBT HunTac (HBN);.337;250.0;8.56;0.337;43.21;profile_json;;;boat_tail;;hunting;;medium;0.54;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
390;Balistix;Balistix RBT Target (HBN);Balistix Balistix RBT Target (HBN);.337;250.0;8.56;0.337;45.64;profile_json;;;boat_tail;;;;medium;0.67;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
391;Balistix;Balistix RBT Target (HBN);Balistix Balistix RBT Target (HBN);.365;230.0;9.27;0.365;34.9;profile_json;;;boat_tail;;;;medium;0.4;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
398;Balistix;Balistix RBT Ultra Hunt (HBN);Balistix Balistix RBT Ultra Hunt (HBN);.365;230.0;9.27;0.365;33.91;profile_json;;;boat_tail;;hunting;;medium;0.31;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
392;Balistix;Balistix RBT Target (HBN);Balistix Balistix RBT Target (HBN);.374;250.0;9.5;0.374;35.99;profile_json;;;boat_tail;;;;medium;0.43;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
399;Balistix;Balistix RBT Ultra Hunt (HBN);Balistix Balistix RBT Ultra Hunt (HBN);.374;250.0;9.5;0.374;34.8;profile_json;;;boat_tail;;hunting;;medium;0.33;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
380;Balistix;Balistix RBT HunTac HBN (CheyTac);Balistix Balistix RBT HunTac HBN (CheyTac);.374;375.0;9.5;0.374;53.8;profile_json;;;boat_tail;;hunting;;medium;0.72;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
393;Balistix;Balistix RBT Target HBN (CheyTac);Balistix Balistix RBT Target HBN (CheyTac);.374;375.0;9.5;0.374;56.01;profile_json;;;boat_tail;;;;medium;0.89;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
400;Ballistic Kiwi;Subsonic 350grn;Ballistic Kiwi Subsonic 350grn;.429;350.0;10.9;0.4291;25.4;profile_json;;;flat_base;;round_nose;;medium;;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
814;Barnes;VG 20426;Barnes VG 20426;.204;26.0;5.18;0.2039;16.1;profile_json;;;;;;;low;0.128;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
818;Barnes;VG 30090;Barnes VG 30090;.204;26.0;5.18;0.2039;16.2;profile_json;;;;;;;low;0.131;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
825;Barnes;Vmtr 30092;Barnes Vmtr 30092;.204;26.0;5.18;0.2039;16.3;profile_json;;;;;;;low;0.159;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
819;Barnes;VG 30170;Barnes VG 30170;.224;30.0;5.69;0.224;14.2;profile_json;;;;;;;low;0.101;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
815;Barnes;VG 22436;Barnes VG 22436;.224;36.0;5.69;0.224;17.8;profile_json;;;;;;;low;0.149;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
820;Barnes;VG 30171;Barnes VG 30171;.224;36.0;5.69;0.224;17.7;profile_json;;;;;;;low;0.149;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
823;Barnes;VLC 22449;Barnes VLC 22449;.224;40.0;5.69;0.224;15.5;profile_json;;;;;;;low;0.169;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
809;Barnes;Varm HP 22429;Barnes Varm HP 22429;.224;40.0;5.69;0.224;14.9;profile_json;;;;open_tip;;;medium;0.175;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
826;Barnes;Vmtr HP 30168;Barnes Vmtr HP 30168;.224;40.0;5.69;0.224;14.9;profile_json;;;;open_tip;;;medium;0.175;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
439;Barnes;BND SPIT 22425;Barnes BND SPIT 22425;.224;45.0;5.69;0.224;19.5;profile_json;;;;soft_point;hunting;;medium;0.195;;reference_memory_import;reference_memory_dump;Internal reference seed;;Imported from internal reference seed.
