raw_id,source_id,record_type,record_index,load_title,record_json
21,7,caliber,1,"6.5 Creedmoor Starline LP Hornady, BTHP 26335, 0.264, 140.00 grain IMR 4166","{""Aeff"": ""34.645091999999998"", ""CaliberName"": ""6.5 Creedmoor Starline LP"", ""Dz"": ""6.7056"", ""caselen"": ""48.770539999999997"", ""casevol"": ""3.47242180333027"", ""method"": ""Piezo CIP"", ""oal"": ""71.760080000000002"", ""pMaxZul"": ""4349.9713238325276"", ""ps"": ""250.00389945026618"", ""sebert"": ""0.5"", ""shotshell"": ""false""}"
22,7,caliberfile,1,"6.5 Creedmoor Starline LP Hornady, BTHP 26335, 0.264, 140.00 grain IMR 4166","{""E"": ""3.84"", ""E1"": ""10.39"", ""EE"": ""3400.00"", ""Emin"": ""1.40"", ""FG"": ""0.00"", ""G1"": ""6.72"", ""G2"": ""0.00"", ""H1"": ""7.49"", ""H2"": ""7.49"", ""L0"": ""0.00"", ""L1"": ""37.84"", ""L2"": ""41.52"", ""L3"": ""48.77"", ""L3G"": ""58.42"", ""L4"": ""0.00"", ""L5"": ""0.00"", ""L6"": ""71.76"", ""M"": ""25"", ""P0"": ""0.00"", ""P1"": ""11.95"", ""P2"": ""11.74"", ""PE"": ""5438.00"", ""PK"": ""5003.00"", ""Pmax"": ""4350.00"", ""R"": ""1.37"", ""R1"": ""12.01"", ""R3"": ""0.00"", ""S"": ""48.01"", ""V"": ""53.80"", ""alpha"": ""60.00"", ""altname"": """", ""beta"": ""35.00"", ""c_E"": ""3.84"", ""c_F"": ""6.50"", ""c_Fe"": ""0.10"", ""c_Fe_auto"": ""0.00"", ""c_Fe_proof"": ""0.00"", ""c_G"": ""9.65"", ""c_G1"": ""6.72"", ""c_H1"": ""7.54"", ""c_H2"": ""7.52"", ""c_L0"": ""0.00"", ""c_L1"": ""37.76"", ""c_L2"": ""41.42"", ""c_L3"": ""48.90"", ""c_N"": ""6.00"", ""c_P0"": ""0.00"", ""c_P1"": ""11.98"", ""c_P2"": ""11.76"", ""c_Q"": ""34.66"", ""c_R"": ""0.00"", ""c_R1"": ""12.01"", ""c_R2"": ""0.00"", ""c_R3"": ""0.00"", ""c_S"": ""47.95"", ""c_Z"": ""6.71"", ""c_alpha"": ""60.00"", ""c_alpha1"": ""90.00"", ""c_b_"": ""2.29"", ""c_delta"": ""0.00"", ""c_h_"": ""0.40"", ""c_i_"": ""1.50"", ""c_r1max"": ""0.76"", ""c_r2_"": ""3.18"", ""c_r_"": ""0.00"", ""c_s_"": ""5.45"", ""c_u_"": ""203.00"", ""c_w_"": ""0.00"", ""cby"": ""REFERENCE"", ""cdate"": ""2020-12-25"", ""cipdate"": ""2012-05-30"", ""cipname"": ""6.5 Creedmoor"", ""ciporigin"": ""US"", ""cippdf"": ""https://bobp.cip-bobp.org/uploads/tdcc/tab-i/6-5-creedmoor-en.pdf"", ""ciprevdate"": ""1900-01-01"", ""ciptype"": ""1 rimless"", ""delta"": ""36.00"", ""descr"": """", ""f"": ""0.38"", ""mby"": """", ""mdate"": """", ""mode"": """", ""origin"": ""cip-bobp.org"", ""r1min"": ""0.76"", ""r2"": ""3.18"", ""sebert"": ""0.50"", ""standard"": ""CIP"", ""status"": """", ""type"": """"}"
23,7,measurement,1,"6.5 Creedmoor Starline LP Hornady, BTHP 26335, 0.264, 140.00 grain IMR 4166","{""charges"": [{""name"": ""Charge 1"", ""shots"": [{""pressure"": 0.0, ""velocity"": 777.8496000000056}, {""pressure"": 0.0, ""velocity"": 785.4696000000056}, {""pressure"": 0.0, ""velocity"": 786.6888000000056}, {""pressure"": 0.0, ""velocity"": 790.6512000000057}, {""pressure"": 0.0, ""velocity"": 789.7368000000056}], ""value"": 0.002384599887991}, {""name"": ""Charge 2"", ""shots"": [{""pressure"": 0.0, ""velocity"": 830.580000000006}, {""pressure"": 0.0, ""velocity"": 835.152000000006}, {""pressure"": 0.0, ""velocity"": 832.104000000006}, {""pressure"": 0.0, ""velocity"": 831.799200000006}, {""pressure"": 0.0, ""velocity"": 830.275200000006}], ""value"": 0.00251419770799}], ""title"": ""Measurement MagnetoSpeed""}"
24,8,projectile,1,"6.5 Creedmoor Sierra, HPBT MatchK 1725C, 0.264, 120.00 grain Vihtavuori N540","{""Dbul"": ""6.7056"", ""ProjectileName"": ""Sierra, HPBT MatchK 1725C, 0.264, 120.00 grain"", ""g1bc"": ""0"", ""g7bc"": ""0"", ""gTailDiaA"": ""6.710679999999999"", ""gTailDiaB"": ""4.699"", ""gTailType"": ""2"", ""gUBCS"": ""T0H1B2S4N1"", ""gdepth"": ""9.298399999999999"", ""glen"": ""30.378399999999996"", ""gmaterial"": ""0"", ""gtailh"": ""3.990339999999998"", ""lotid"": """", ""mname"": """", ""mode"": """", ""mp"": ""7.775869199970489"", ""pname"": """"}"
25,8,propellant,1,"6.5 Creedmoor Sierra, HPBT MatchK 1725C, 0.264, 120.00 grain Vihtavuori N540","{""Ba"": ""0.5816"", ""Qex"": ""4000"", ""a0"": ""1.4074"", ""eta"": ""1"", ""imageUuid"": """", ""k"": ""1.2131"", ""laddercnt"": ""5"", ""laddermc"": ""0.064798909999754"", ""lotid"": ""2020-08-01"", ""mc"": ""2.656755309989917"", ""mname"": ""Vihtavuori"", ""pc"": ""1620"", ""pcd"": ""940"", ""pname"": ""N540"", ""po"": ""98066.5"", ""pt"": ""21"", ""tcc"": ""0"", ""tch"": ""0"", ""z1"": ""0.4882"", ""z2"": ""0.8341""}"
26,8,caliber,1,"6.5 Creedmoor Sierra, HPBT MatchK 1725C, 0.264, 120.00 grain Vihtavuori N540","{""Aeff"": ""34.659999999999997"", ""CaliberName"": ""6.5 Creedmoor"", ""Dz"": ""6.7056"", ""caselen"": ""48.770000000000003"", ""casevol"": ""3.399051634336941"", ""method"": ""Piezo CIP"", ""oal"": ""69.849999999999994"", ""pMaxZul"": ""4350"", ""ps"": ""250.00389945026618"", ""sebert"": ""0.5"", ""shotshell"": ""false""}"
27,8,caliberfile,1,"6.5 Creedmoor Sierra, HPBT MatchK 1725C, 0.264, 120.00 grain Vihtavuori N540","{""E"": ""3.84"", ""E1"": ""10.39"", ""EE"": ""3400.00"", ""Emin"": ""1.40"", ""FG"": ""0.00"", ""G1"": ""6.72"", ""G2"": ""0.00"", ""H1"": ""7.49"", ""H2"": ""7.49"", ""L0"": ""0.00"", ""L1"": ""37.84"", ""L2"": ""41.52"", ""L3"": ""48.77"", ""L3G"": ""58.42"", ""L4"": ""0.00"", ""L5"": ""0.00"", ""L6"": ""71.76"", ""M"": ""25"", ""P0"": ""0.00"", ""P1"": ""11.95"", ""P2"": ""11.74"", ""PE"": ""5438.00"", ""PK"": ""5003.00"", ""Pmax"": ""4350.00"", ""R"": ""1.37"", ""R1"": ""12.01"", ""R3"": ""0.00"", ""S"": ""48.01"", ""V"": ""53.80"", ""alpha"": ""60.00"", ""altname"": """", ""beta"": ""35.00"", ""c_E"": ""3.84"", ""c_F"": ""6.50"", ""c_Fe"": ""0.10"", ""c_Fe_auto"": ""0.00"", ""c_Fe_proof"": ""0.00"", ""c_G"": ""9.65"", ""c_G1"": ""6.72"", ""c_H1"": ""7.54"", ""c_H2"": ""7.52"", ""c_L0"": ""0.00"", ""c_L1"": ""37.76"", ""c_L2"": ""41.42"", ""c_L3"": ""48.90"", ""c_N"": ""6.00"", ""c_P0"": ""0.00"", ""c_P1"": ""11.98"", ""c_P2"": ""11.76"", ""c_Q"": ""34.66"", ""c_R"": ""0.00"", ""c_R1"": ""12.01"", ""c_R2"": ""0.00"", ""c_R3"": ""0.00"", ""c_S"": ""47.95"", ""c_Z"": ""6.71"", ""c_alpha"": ""60.00"", ""c_alpha1"": ""90.00"", ""c_b_"": ""2.29"", ""c_delta"": ""0.00"", ""c_h_"": ""0.40"", ""c_i_"": ""1.50"", ""c_r1max"": ""0.76"", ""c_r2_"": ""3.18"", ""c_r_"": ""0.00"", ""c_s_"": ""5.45"", ""c_u_"": ""203.00"", ""c_w_"": ""0.00"", ""cby"": ""REFERENCE"", ""cdate"": ""2020-06-21"", ""cipdate"": ""2012-05-30"", ""cipname"": ""6.5 Creedmoor"", ""ciporigin"": ""US"", ""cippdf"": ""https://bobp.cip-bobp.org/uploads/tdcc/tab-i/6-5-creedmoor-en.pdf"", ""ciprevdate"": ""1900-01-01"", ""ciptype"": ""1 rimless"", ""delta"": ""36.00"", ""descr"": """", ""f"": ""0.38"", ""mby"": """", ""mdate"": """", ""mode"": """", ""origin"": ""cip-bobp.org"", ""r1min"": ""0.76"", ""r2"": ""3.18"", ""sebert"": ""0.50"", ""standard"": ""CIP"", ""status"": """", ""type"": """"}"
28,8,measurement,1,"6.5 Creedmoor Sierra, HPBT MatchK 1725C, 0.264, 120.00 grain Vihtavuori N540","{""charges"": [{""name"": ""Charge 1"", ""shots"": [{""pressure"": 0.0, ""velocity"": 844.6008000000061}, {""pressure"": 0.0, ""velocity"": 850.0872000000061}, {""pressure"": 0.0, ""velocity"": 847.9536000000061}, {""pressure"": 0.0, ""velocity"": 850.3920000000061}], ""value"": 0.002462358579991}, {""name"": ""Charge 2"", ""shots"": [{""pressure"": 0.0, ""velocity"": 906.4752000000065}, {""pressure"": 0.0, ""velocity"": 906.1704000000065}, {""pressure"": 0.0, ""velocity"": 908.9136000000065}, {""pressure"": 0.0, ""velocity"": 907.6944000000065}, {""pressure"": 0.0, ""velocity"": 908.3040000000065}], ""value"": 0.00265675530999}], ""title"": ""MEASUREMENTS""}"
29,9,projectile,1,".308 Win. (308 Winchester, 7,62 x 51) Barnes, MatchB 30381, 0.308, 155.00 grain Vihtavuori N540","{""Dbul"": ""7.82"", ""ProjectileName"": ""Barnes, MatchB 30381, 0.308, 155.00 grain"", ""g1bc"": ""0.467"", ""g7bc"": ""0"", ""gTailDiaA"": ""7.8"", ""gTailDiaB"": ""6.9"", ""gTailType"": ""2"", ""gUBCS"": """", ""gdepth"": ""11.140000000000001"", ""gfriction"": ""0"", ""gfrictionUnlock"": ""true"", ""glen"": ""31.84"", ""gpressure"": ""250"", ""gtailh"": ""3.2"", ""lotid"": """", ""mname"": ""Barnes"", ""mode"": ""0"", ""mp"": ""10.034759202561917"", ""pname"": ""MatchB 30381""}"
30,9,propellant,1,".308 Win. (308 Winchester, 7,62 x 51) Barnes, MatchB 30381, 0.308, 155.00 grain Vihtavuori N540","{""Ba"": ""0.5728"", ""Qex"": ""4000"", ""a0"": ""1.4074"", ""a1"": ""0"", ""eta"": ""1"", ""imageDetailUuid"": ""9fea9a267af2337819265fe8faa97772"", ""imageUuid"": ""9e405114b763f9ab1f9716e6cf96d9a4"", ""k"": ""1.2171"", ""laddercnt"": ""10"", ""laddermc"": ""0.006479890999975"", ""lotid"": ""2021-09-30"", ""mc"": ""2.786353129989425"", ""mname"": ""Vihtavuori"", ""pc"": ""1620"", ""pcd"": ""940"", ""pname"": ""N540"", ""pt"": ""21"", ""tcc"": ""0"", ""tch"": ""0"", ""z1"": ""0.4882"", ""z2"": ""0.8341""}"
31,9,caliber,1,".308 Win. (308 Winchester, 7,62 x 51) Barnes, MatchB 30381, 0.308, 155.00 grain Vihtavuori N540","{""Aeff"": ""47.509999999999998"", ""CaliberName"": "".308 Win. (308 Winchester, 7,62 x 51)"", ""Dz"": ""7.82"", ""caselen"": ""51.100000000000001"", ""casevol"": ""3.590593225956693"", ""method"": ""Piezo CIP"", ""oal"": ""71.799999999999997"", ""pMaxZul"": ""4150"", ""ps"": ""250"", ""sebert"": ""0.5"", ""shotshell"": ""false""}"
32,9,caliberfile,1,".308 Win. (308 Winchester, 7,62 x 51) Barnes, MatchB 30381, 0.308, 155.00 grain Vihtavuori N540","{""E"": ""3.85"", ""E1"": ""10.39"", ""EE"": ""3920.00"", ""Emin"": ""1.40"", ""FG"": ""0.00"", ""G1"": ""7.85"", ""G2"": ""0.00"", ""H1"": ""8.72"", ""H2"": ""8.72"", ""L0"": ""0.00"", ""L1"": ""39.62"", ""L2"": ""43.48"", ""L3"": ""51.18"", ""L3G"": ""58.16"", ""L4"": ""0.00"", ""L5"": ""0.00"", ""L6"": ""71.12"", ""M"": ""25.00"", ""P0"": ""0.00"", ""P1"": ""11.96"", ""P2"": ""11.53"", ""PE"": ""5190.00"", ""PK"": ""4773.00"", ""Pmax"": ""4150.00"", ""R"": ""1.37"", ""R1"": ""12.01"", ""R3"": ""0.00"", ""S"": ""55.46"", ""V"": ""56.30"", ""alpha"": ""40.00"", ""altname"": ""308 Winchester, 7,62 x 51"", ""beta"": ""35.00"", ""c_E"": ""3.85"", ""c_F"": ""7.62"", ""c_Fe"": ""0.10"", ""c_Fe_auto"": ""0.00"", ""c_Fe_proof"": ""0.00"", ""c_G"": ""6.98"", ""c_G1"": ""7.87"", ""c_H1"": ""8.79"", ""c_H2"": ""8.74"", ""c_L0"": ""0.00"", ""c_L1"": ""39.48"", ""c_L2"": ""43.28"", ""c_L3"": ""51.44"", ""c_N"": ""4.00"", ""c_P0"": ""0.00"", ""c_P1"": ""11.99"", ""c_P2"": ""11.56"", ""c_Q"": ""47.51"", ""c_R"": ""0.00"", ""c_R1"": ""12.03"", ""c_R2"": ""0.00"", ""c_R3"": ""0.00"", ""c_S"": ""55.36"", ""c_Z"": ""7.82"", ""c_alpha"": ""40.00"", ""c_alpha1"": ""71.42"", ""c_b_"": ""4.47"", ""c_delta"": ""0.00"", ""c_h_"": ""0.60"", ""c_i_"": ""1.75"", ""c_r1max"": ""0.76"", ""c_r2_"": ""3.68"", ""c_r_"": ""0.00"", ""c_s_"": ""2.89"", ""c_u_"": ""305.00"", ""c_w_"": ""0.00"", ""cby"": ""REFERENCE"", ""cdate"": ""2021-10-08"", ""cipdate"": ""1984-06-14"", ""cipname"": "".308 Win."", ""ciporigin"": ""US"", ""cippdf"": ""https://bobp.cip-bobp.org/uploads/tdcc/tab-i/tabical-en-page125.pdf"", ""ciprevdate"": ""2008-09-23"", ""ciptype"": ""1 rimless"", ""delta"": ""36.00"", ""descr"": """", ""f"": ""0.38"", ""mby"": """", ""mdate"": """", ""mode"": """", ""origin"": ""cip-bobp.org"", ""r1min"": ""0.76"", ""r2"": ""3.18"", ""sebert"": ""0.50"", ""standard"": ""CIP"", ""status"": """", ""type"": """"}"
33,10,projectile,1,".308 Win. (308 Winchester, 7,62 x 51) Norma, EcoStrike, 0.308, 150.00 grain Vihtavuori N540","{""Dbul"": ""7.82"", ""ProjectileName"": ""Barnes, MatchB 30381, 0.308, 155.00 grain"", ""g1bc"": ""0.467"", ""g7bc"": ""0"", ""gTailDiaA"": ""7.8"", ""gTailDiaB"": ""6.9"", ""gTailType"": ""2"", ""gUBCS"": """", ""gdepth"": ""11.139999999999997"", ""gfriction"": ""0"", ""gfrictionUnlock"": ""false"", ""glen"": ""31.84"", ""gpressure"": ""250"", ""gtailh"": ""3.2"", ""lotid"": """", ""mname"": ""Barnes"", ""mode"": ""0"", ""mp"": ""10.034759202561917"", ""pname"": ""MatchB 30381""}"
34,10,propellant,1,".308 Win. (308 Winchester, 7,62 x 51) Norma, EcoStrike, 0.308, 150.00 grain Vihtavuori N540","{""Ba"": ""0.5728"", ""Qex"": ""4000"", ""a0"": ""1.4074"", ""a1"": ""0"", ""eta"": ""1"", ""imageDetailUuid"": ""9fea9a267af2337819265fe8faa97772"", ""imageUuid"": ""9e405114b763f9ab1f9716e6cf96d9a4"", ""k"": ""1.2171"", ""laddercnt"": ""10"", ""laddermc"": ""0.006479890999975"", ""lotid"": ""2021-09-30"", ""mc"": ""2.851152039989179"", ""mname"": ""Vihtavuori"", ""pc"": ""1620"", ""pcd"": ""940"", ""pname"": ""N540"", ""pt"": ""21"", ""tcc"": ""0"", ""tch"": ""0"", ""z1"": ""0.4882"", ""z2"": ""0.8341""}"
35,10,caliber,1,".308 Win. (308 Winchester, 7,62 x 51) Norma, EcoStrike, 0.308, 150.00 grain Vihtavuori N540","{""Aeff"": ""47.509999999999998"", ""CaliberName"": "".308 Win. (308 Winchester, 7,62 x 51)"", ""Dz"": ""7.82"", ""caselen"": ""51.100000000000001"", ""casevol"": ""3.590593225956693"", ""method"": ""Piezo CIP"", ""oal"": ""71.799999999999997"", ""pMaxZul"": ""4150"", ""ps"": ""250"", ""sebert"": ""0.5"", ""shotshell"": ""false""}"
36,10,caliberfile,1,".308 Win. (308 Winchester, 7,62 x 51) Norma, EcoStrike, 0.308, 150.00 grain Vihtavuori N540","{""E"": ""3.85"", ""E1"": ""10.39"", ""EE"": ""3920.00"", ""Emin"": ""1.40"", ""FG"": ""0.00"", ""G1"": ""7.85"", ""G2"": ""0.00"", ""H1"": ""8.72"", ""H2"": ""8.72"", ""L0"": ""0.00"", ""L1"": ""39.62"", ""L2"": ""43.48"", ""L3"": ""51.18"", ""L3G"": ""58.16"", ""L4"": ""0.00"", ""L5"": ""0.00"", ""L6"": ""71.12"", ""M"": ""25.00"", ""P0"": ""0.00"", ""P1"": ""11.96"", ""P2"": ""11.53"", ""PE"": ""5190.00"", ""PK"": ""4773.00"", ""Pmax"": ""4150.00"", ""R"": ""1.37"", ""R1"": ""12.01"", ""R3"": ""0.00"", ""S"": ""55.46"", ""V"": ""56.30"", ""alpha"": ""40.00"", ""altname"": ""308 Winchester, 7,62 x 51"", ""beta"": ""35.00"", ""c_E"": ""3.85"", ""c_F"": ""7.62"", ""c_Fe"": ""0.10"", ""c_Fe_auto"": ""0.00"", ""c_Fe_proof"": ""0.00"", ""c_G"": ""6.98"", ""c_G1"": ""7.87"", ""c_H1"": ""8.79"", ""c_H2"": ""8.74"", ""c_L0"": ""0.00"", ""c_L1"": ""39.48"", ""c_L2"": ""43.28"", ""c_L3"": ""51.44"", ""c_N"": ""4.00"", ""c_P0"": ""0.00"", ""c_P1"": ""11.99"", ""c_P2"": ""11.56"", ""c_Q"": ""47.51"", ""c_R"": ""0.00"", ""c_R1"": ""12.03"", ""c_R2"": ""0.00"", ""c_R3"": ""0.00"", ""c_S"": ""55.36"", ""c_Z"": ""7.82"", ""c_alpha"": ""40.00"", ""c_alpha1"": ""71.42"", ""c_b_"": ""4.47"", ""c_delta"": ""0.00"", ""c_h_"": ""0.60"", ""c_i_"": ""1.75"", ""c_r1max"": ""0.76"", ""c_r2_"": ""3.68"", ""c_r_"": ""0.00"", ""c_s_"": ""2.89"", ""c_u_"": ""279.40"", ""c_w_"": ""0.00"", ""cby"": ""REFERENCE"", ""cdate"": ""2021-10-08"", ""cipdate"": ""1984-06-14"", ""cipname"": "".308 Win."", ""ciporigin"": ""US"", ""cippdf"": ""https://bobp.cip-bobp.org/uploads/tdcc/tab-i/tabical-en-page125.pdf"", ""ciprevdate"": ""2008-09-23"", ""ciptype"": ""1 rimless"", ""delta"": ""36.00"", ""descr"": """", ""f"": ""0.38"", ""mby"": """", ""mdate"": """", ""mode"": """", ""origin"": ""cip-bobp.org"", ""r1min"": ""0.76"", ""r2"": ""3.18"", ""sebert"": ""0.50"", ""standard"": ""CIP"", ""status"": """", ""type"": """"}"
37,11,projectile,1,"6.5 Creedmoor Sierra, HPBT MatchK 1725C, 0.264, 120.00 grain Vihtavuori N540","{""Dbul"": ""6.7056"", ""ProjectileName"": ""Sierra, HPBT MatchK 1725C, 0.264, 120.00 grain"", ""g1bc"": ""0"", ""g7bc"": ""0"", ""gTailDiaA"": ""6.710679999999999"", ""gTailDiaB"": ""4.699"", ""gTailType"": ""2"", ""gUBCS"": ""T0H1B2S4N1"", ""gdepth"": ""9.298399999999999"", ""glen"": ""30.378399999999996"", ""gmaterial"": ""0"", ""gtailh"": ""3.990339999999998"", ""lotid"": """", ""mname"": """", ""mode"": """", ""mp"": ""7.775869199970489"", ""pname"": """"}"
38,11,propellant,1,"6.5 Creedmoor Sierra, HPBT MatchK 1725C, 0.264, 120.00 grain Vihtavuori N540","{""Ba"": ""0.5816"", ""Qex"": ""4000"", ""a0"": ""1.4074"", ""eta"": ""1"", ""imageUuid"": """", ""k"": ""1.2131"", ""laddercnt"": ""5"", ""laddermc"": ""0.064798909999754"", ""lotid"": ""2020-08-01"", ""mc"": ""2.656755309989917"", ""mname"": ""Vihtavuori"", ""pc"": ""1620"", ""pcd"": ""940"", ""pname"": ""N540"", ""po"": ""98064.13298072631"", ""pt"": ""21"", ""tcc"": ""0"", ""tch"": ""0"", ""z1"": ""0.4882"", ""z2"": ""0.8341""}"
39,11,caliber,1,"6.5 Creedmoor Sierra, HPBT MatchK 1725C, 0.264, 120.00 grain Vihtavuori N540","{""Aeff"": ""34.659999999999997"", ""CaliberName"": ""6.5 Creedmoor"", ""Dz"": ""6.7056"", ""caselen"": ""48.770000000000003"", ""casevol"": ""3.399051634336941"", ""method"": ""Piezo CIP"", ""oal"": ""69.849999999999994"", ""pMaxZul"": ""4350"", ""ps"": ""250.00389945026618"", ""sebert"": ""0.5"", ""shotshell"": ""false""}"
40,11,caliberfile,1,"6.5 Creedmoor Sierra, HPBT MatchK 1725C, 0.264, 120.00 grain Vihtavuori N540","{""E"": ""3.84"", ""E1"": ""10.39"", ""EE"": ""3400.00"", ""Emin"": ""1.40"", ""FG"": ""0.00"", ""G1"": ""6.72"", ""G2"": ""0.00"", ""H1"": ""7.49"", ""H2"": ""7.49"", ""L0"": ""0.00"", ""L1"": ""37.84"", ""L2"": ""41.52"", ""L3"": ""48.77"", ""L3G"": ""58.42"", ""L4"": ""0.00"", ""L5"": ""0.00"", ""L6"": ""71.76"", ""M"": ""25"", ""P0"": ""0.00"", ""P1"": ""11.95"", ""P2"": ""11.74"", ""PE"": ""5438.00"", ""PK"": ""5003.00"", ""Pmax"": ""4350.00"", ""R"": ""1.37"", ""R1"": ""12.01"", ""R3"": ""0.00"", ""S"": ""48.01"", ""V"": ""53.80"", ""alpha"": ""60.00"", ""altname"": """", ""beta"": ""35.00"", ""c_E"": ""3.84"", ""c_F"": ""6.50"", ""c_Fe"": ""0.10"", ""c_Fe_auto"": ""0.00"", ""c_Fe_proof"": ""0.00"", ""c_G"": ""9.65"", ""c_G1"": ""6.72"", ""c_H1"": ""7.54"", ""c_H2"": ""7.52"", ""c_L0"": ""0.00"", ""c_L1"": ""37.76"", ""c_L2"": ""41.42"", ""c_L3"": ""48.90"", ""c_N"": ""6.00"", ""c_P0"": ""0.00"", ""c_P1"": ""11.98"", ""c_P2"": ""11.76"", ""c_Q"": ""34.66"", ""c_R"": ""0.00"", ""c_R1"": ""12.01"", ""c_R2"": ""0.00"", ""c_R3"": ""0.00"", ""c_S"": ""47.95"", ""c_Z"": ""6.71"", ""c_alpha"": ""60.00"", ""c_alpha1"": ""90.00"", ""c_b_"": ""2.29"", ""c_delta"": ""0.00"", ""c_h_"": ""0.40"", ""c_i_"": ""1.50"", ""c_r1max"": ""0.76"", ""c_r2_"": ""3.18"", ""c_r_"": ""0.00"", ""c_s_"": ""5.45"", ""c_u_"": ""203.00"", ""c_w_"": ""0.00"", ""cby"": ""REFERENCE"", ""cdate"": ""2020-06-21"", ""cipdate"": ""2012-05-30"", ""cipname"": ""6.5 Creedmoor"", ""ciporigin"": ""US"", ""cippdf"": ""https://bobp.cip-bobp.org/uploads/tdcc/tab-i/6-5-creedmoor-en.pdf"", ""ciprevdate"": ""1900-01-01"", ""ciptype"": ""1 rimless"", ""delta"": ""36.00"", ""descr"": """", ""f"": ""0.38"", ""mby"": """", ""mdate"": """", ""mode"": """", ""origin"": ""cip-bobp.org"", ""r1min"": ""0.76"", ""r2"": ""3.18"", ""sebert"": ""0.50"", ""standard"": ""CIP"", ""status"": """", ""type"": """"}"
41,11,measurement,1,"6.5 Creedmoor Sierra, HPBT MatchK 1725C, 0.264, 120.00 grain Vihtavuori N540","{""charges"": [{""name"": ""Charge 1"", ""shots"": [{""pressure"": 0.0, ""velocity"": 844.6008000000061}, {""pressure"": 0.0, ""velocity"": 850.0872000000061}, {""pressure"": 0.0, ""velocity"": 847.9536000000061}, {""pressure"": 0.0, ""velocity"": 850.3920000000061}], ""value"": 0.002462358579991}, {""name"": ""Charge 2"", ""shots"": [{""pressure"": 0.0, ""velocity"": 906.4752000000065}, {""pressure"": 0.0, ""velocity"": 906.1704000000065}, {""pressure"": 0.0, ""velocity"": 908.9136000000065}, {""pressure"": 0.0, ""velocity"": 907.6944000000065}, {""pressure"": 0.0, ""velocity"": 908.3040000000065}], ""value"": 0.00265675530999}], ""title"": ""MEASUREMENTS""}"
42,12,projectile,1,".308 Win. (308 Winchester, 7,62 x 51) Barnes, MatchB 30381, 0.308, 155.00 grain Vihtavuori N540","{""Dbul"": ""7.82"", ""ProjectileName"": ""Barnes, MatchB 30381, 0.308, 155.00 grain"", ""g1bc"": ""0.467"", ""g7bc"": ""0"", ""gTailDiaA"": ""7.8"", ""gTailDiaB"": ""6.9"", ""gTailType"": ""2"", ""gUBCS"": """", ""gdepth"": ""11.140000000000001"", ""gfriction"": ""0"", ""gfrictionUnlock"": ""true"", ""glen"": ""31.84"", ""gpressure"": ""250"", ""gtailh"": ""3.2"", ""lotid"": """", ""mname"": ""Barnes"", ""mode"": ""0"", ""mp"": ""10.034759202561917"", ""pname"": ""MatchB 30381""}"
43,12,propellant,1,".308 Win. (308 Winchester, 7,62 x 51) Barnes, MatchB 30381, 0.308, 155.00 grain Vihtavuori N540","{""Ba"": ""0.5728"", ""Qex"": ""4000"", ""a0"": ""1.4074"", ""a1"": ""0"", ""eta"": ""1"", ""imageDetailUuid"": ""9fea9a267af2337819265fe8faa97772"", ""imageUuid"": ""9e405114b763f9ab1f9716e6cf96d9a4"", ""k"": ""1.2171"", ""laddercnt"": ""10"", ""laddermc"": ""0.006479890999975"", ""lotid"": ""2021-09-30"", ""mc"": ""2.786353129989425"", ""mname"": ""Vihtavuori"", ""pc"": ""1620"", ""pcd"": ""940"", ""pname"": ""N540"", ""pt"": ""21"", ""tcc"": ""0"", ""tch"": ""0"", ""z1"": ""0.4882"", ""z2"": ""0.8341""}"
44,12,caliber,1,".308 Win. (308 Winchester, 7,62 x 51) Barnes, MatchB 30381, 0.308, 155.00 grain Vihtavuori N540","{""Aeff"": ""47.509999999999998"", ""CaliberName"": "".308 Win. (308 Winchester, 7,62 x 51)"", ""Dz"": ""7.82"", ""caselen"": ""51.100000000000001"", ""casevol"": ""3.590593225956693"", ""method"": ""Piezo CIP"", ""oal"": ""71.799999999999997"", ""pMaxZul"": ""4150"", ""ps"": ""250"", ""sebert"": ""0.5"", ""shotshell"": ""false""}"
