load_id,source_id,title,caliber_name,projectile_name,propellant_name,source_path,raw_json
1,4,".30-06 Spring. HXP 77 (30-06 Springfield, 30-06, 7,62 x 63) Hornady, BTHP Natl M #30501, 0.308, 168.00 grain IMR 4166",".30-06 Spring. HXP 77 (30-06 Springfield, 30-06, 7,62 x 63)","Hornady, BTHP Natl M #30501, 0.308, 168.00 grain",4166,c:\Users\bjjoh\OneDrive\Dokumenter\Programering\Hjemmelading\reference_data\doku\en\faq\files\30-06_168_hhpbt_imr4166_3.330_oal_2x2_1.load,"{""caliberfiles"": [{""E"": ""3.16"", ""E1"": ""10.39"", ""EE"": ""4335.00"", ""Emin"": ""0.84"", ""FG"": ""0.00"", ""G1"": ""7.85"", ""G2"": ""0.00"", ""H1"": ""8.63"", ""H2"": ""8.63"", ""L0"": ""0.00"", ""L1"": ""49.49"", ""L2"": ""53.56"", ""L3"": ""63.35"", ""L3G"": ""69.54"", ""L4"": ""0.00"", ""L5"": ""0.00"", ""L6"": ""84.84"", ""M"": ""25"", ""P0"": ""0.00"", ""P1"": ""11.96"", ""P2"": ""11.20"", ""PE"": ""5060.00"", ""PK"": ""4658.00"", ""Pmax"": ""4050.00"", ""R"": ""1.24"", ""R1"": ""12.01"", ""R3"": ""0.00"", ""S"": ""67.25"", ""V"": ""70.70"", ""alpha"": ""35.00"", ""altname"": ""30-06 Springfield, 30-06, 7,62 x 63"", ""beta"": ""35.00"", ""c_E"": ""3.16"", ""c_F"": ""7.62"", ""c_Fe"": ""0.10"", ""c_Fe_auto"": ""0.00"", ""c_Fe_proof"": ""0.00"", ""c_G"": ""6.19"", ""c_G1"": ""7.89"", ""c_H1"": ""8.70"", ""c_H2"": ""8.65"", ""c_L0"": ""0.00"", ""c_L1"": ""49.27"", ""c_L2"": ""53.36"", ""c_L3"": ""63.55"", ""c_N"": ""4.00"", ""c_P0"": ""0.00"", ""c_P1"": ""11.99"", ""c_P2"": ""11.24"", ""c_Q"": ""47.55"", ""c_R"": ""0.00"", ""c_R1"": ""12.04"", ""c_R2"": ""0.00"", ""c_R3"": ""0.00"", ""c_S"": ""67.37"", ""c_Z"": ""7.82"", ""c_alpha"": ""34.50"", ""c_alpha1"": ""71.42"", ""c_b_"": ""4.49"", ""c_delta"": ""0.00"", ""c_h_"": ""0.53"", ""c_i_"": ""1.37"", ""c_r1max"": ""1.27"", ""c_r2_"": ""3.05"", ""c_r_"": ""0.00"", ""c_s_"": ""0.00"", ""c_u_"": ""254.00"", ""c_w_"": ""0.00"", ""cby"": ""local_user"", ""cdate"": ""2020-12-27"", ""cipdate"": ""1984-06-14"", ""cipname"": "".30-06 Spring. HXP 77"", ""ciporigin"": ""US"", ""cippdf"": ""https://bobp.cip-bobp.org/uploads/tdcc/tab-i/tabical-en-page111.pdf"", ""ciprevdate"": ""2008-09-23"", ""ciptype"": ""1 rimless"", ""delta"": ""36.00"", ""descr"": """", ""f"": ""0.38"", ""mby"": ""local_user"", ""mdate"": """", ""mode"": ""userfile"", ""origin"": ""cip-bobp.org"", ""r1min"": ""1.27"", ""r2"": ""2.54"", ""sebert"": ""0.55"", ""standard"": ""User Meas."", ""status"": """", ""type"": """"}], ""calibers"": [{""Aeff"": ""47.548291999999996"", ""CaliberName"": "".30-06 Spring. HXP 77 (30-06 Springfield, 30-06, 7,62 x 63)"", ""Dz"": ""7.823199999999999"", ""caselen"": ""63.350139999999996"", ""casevol"": ""4.613230537146889"", ""method"": ""Piezo CIP"", ""oal"": ""84.581999999999994"", ""pMaxZul"": ""4049.980434006794"", ""ps"": ""250.00389945026618"", ""sebert"": ""0.55"", ""shotshell"": ""false""}], ""projectiles"": [{""Dbul"": ""7.823199999999999"", ""ProjectileName"": ""Hornady, BTHP Natl M #30501, 0.308, 168.00 grain"", ""g1bc"": ""0.45"", ""g7bc"": ""0"", ""gTailDiaA"": ""7.82066"", ""gTailDiaB"": ""6.880859999999999"", ""gTailType"": ""2"", ""gUBCS"": """", ""gdepth"": ""9.90854"", ""gfriction"": ""0"", ""gfrictionUnlock"": ""false"", ""glen"": ""31.140399999999996"", ""gpressure"": ""250"", ""gtailh"": ""4.17068"", ""lotid"": ""2019"", ""mname"": ""Hornady"", ""mode"": ""userfile"", ""mp"": ""10.886216879958685"", ""pname"": ""BTHP Natl M #30501""}], ""propellants"": [{""Ba"": ""0.602"", ""Qex"": ""3860"", ""a0"": ""1.0792"", ""eta"": ""1"", ""imageUuid"": ""8b924457b20bbd8fa1a670f9974fca5a"", ""k"": ""1.2333"", ""laddercnt"": ""2"", ""laddermc"": ""0.259195639999016"", ""lotid"": ""2020-03-02"", ""mc"": ""3.434342229986966"", ""mname"": ""IMR"", ""pc"": ""1550"", ""pcd"": ""900"", ""pname"": ""4166"", ""pt"": ""12.777777777777777"", ""tcc"": ""0"", ""tch"": ""0"", ""z1"": ""0.2945"", ""z2"": ""0.7945""}], ""title"": "".30-06 Spring. HXP 77 (30-06 Springfield, 30-06, 7,62 x 63) Hornady, BTHP Natl M #30501, 0.308, 168.00 grain IMR 4166""}"
2,5,".30-06 Spring. HXP 77 (30-06 Springfield, 30-06, 7,62 x 63) PPU, PPB30MC150, 0.308, 150.00 grain IMR 4166",".30-06 Spring. HXP 77 (30-06 Springfield, 30-06, 7,62 x 63)","PPU, PPB30MC150, 0.308, 150.00 grain",4166,c:\Users\bjjoh\OneDrive\Dokumenter\Programering\Hjemmelading\reference_data\doku\en\faq\files\30-06_m2_ball_imr4166_3.330_oal_2x2_1.load,"{""caliberfiles"": [{""E"": ""3.16"", ""E1"": ""10.39"", ""EE"": ""4335.00"", ""Emin"": ""0.84"", ""FG"": ""0.00"", ""G1"": ""7.85"", ""G2"": ""0.00"", ""H1"": ""8.63"", ""H2"": ""8.63"", ""L0"": ""0.00"", ""L1"": ""49.49"", ""L2"": ""53.56"", ""L3"": ""63.35"", ""L3G"": ""69.54"", ""L4"": ""0.00"", ""L5"": ""0.00"", ""L6"": ""84.84"", ""M"": ""25"", ""P0"": ""0.00"", ""P1"": ""11.96"", ""P2"": ""11.20"", ""PE"": ""5060.00"", ""PK"": ""4658.00"", ""Pmax"": ""4050.00"", ""R"": ""1.24"", ""R1"": ""12.01"", ""R3"": ""0.00"", ""S"": ""67.25"", ""V"": ""70.70"", ""alpha"": ""35.00"", ""altname"": ""30-06 Springfield, 30-06, 7,62 x 63"", ""beta"": ""35.00"", ""c_E"": ""3.16"", ""c_F"": ""7.62"", ""c_Fe"": ""0.10"", ""c_Fe_auto"": ""0.00"", ""c_Fe_proof"": ""0.00"", ""c_G"": ""6.19"", ""c_G1"": ""7.89"", ""c_H1"": ""8.70"", ""c_H2"": ""8.65"", ""c_L0"": ""0.00"", ""c_L1"": ""49.27"", ""c_L2"": ""53.36"", ""c_L3"": ""63.55"", ""c_N"": ""4.00"", ""c_P0"": ""0.00"", ""c_P1"": ""11.99"", ""c_P2"": ""11.24"", ""c_Q"": ""47.55"", ""c_R"": ""0.00"", ""c_R1"": ""12.04"", ""c_R2"": ""0.00"", ""c_R3"": ""0.00"", ""c_S"": ""67.37"", ""c_Z"": ""7.82"", ""c_alpha"": ""34.50"", ""c_alpha1"": ""71.42"", ""c_b_"": ""4.49"", ""c_delta"": ""0.00"", ""c_h_"": ""0.53"", ""c_i_"": ""1.37"", ""c_r1max"": ""1.27"", ""c_r2_"": ""3.05"", ""c_r_"": ""0.00"", ""c_s_"": ""0.00"", ""c_u_"": ""254.00"", ""c_w_"": ""0.00"", ""cby"": ""local_user"", ""cdate"": ""2020-12-27"", ""cipdate"": ""1984-06-14"", ""cipname"": "".30-06 Spring. HXP 77"", ""ciporigin"": ""US"", ""cippdf"": ""https://bobp.cip-bobp.org/uploads/tdcc/tab-i/tabical-en-page111.pdf"", ""ciprevdate"": ""2008-09-23"", ""ciptype"": ""1 rimless"", ""delta"": ""36.00"", ""descr"": """", ""f"": ""0.38"", ""mby"": ""local_user"", ""mdate"": """", ""mode"": ""userfile"", ""origin"": ""cip-bobp.org"", ""r1min"": ""1.27"", ""r2"": ""2.54"", ""sebert"": ""0.55"", ""standard"": ""User Meas."", ""status"": """", ""type"": """"}], ""calibers"": [{""Aeff"": ""47.548291999999996"", ""CaliberName"": "".30-06 Spring. HXP 77 (30-06 Springfield, 30-06, 7,62 x 63)"", ""Dz"": ""7.823199999999999"", ""caselen"": ""63.350139999999996"", ""casevol"": ""4.613230537146889"", ""method"": ""Piezo CIP"", ""oal"": ""84.581999999999994"", ""pMaxZul"": ""4049.980434006794"", ""ps"": ""250.00389945026618"", ""sebert"": ""0.55"", ""shotshell"": ""false""}], ""projectiles"": [{""Dbul"": ""7.848599999999999"", ""ProjectileName"": ""PPU, PPB30MC150, 0.308, 150.00 grain"", ""g1bc"": ""0.4"", ""g7bc"": ""0"", ""gTailDiaA"": ""0"", ""gTailDiaB"": ""0"", ""gTailType"": ""0"", ""gUBCS"": """", ""gdepth"": ""7.36854"", ""gfriction"": ""0"", ""gfrictionUnlock"": ""false"", ""glen"": ""28.600399999999997"", ""gpressure"": ""250"", ""gtailh"": ""0"", ""lotid"": ""M2 BALL RESIZED"", ""mname"": ""PPU"", ""mode"": ""userfile"", ""mp"": ""9.719836499963112"", ""pname"": ""PPB30MC150""}], ""propellants"": [{""Ba"": ""0.602"", ""Qex"": ""3860"", ""a0"": ""1.0792"", ""eta"": ""1"", ""imageUuid"": ""8b924457b20bbd8fa1a670f9974fca5a"", ""k"": ""1.2333"", ""laddercnt"": ""2"", ""laddermc"": ""0.259195639999016"", ""lotid"": ""2020-03-02"", ""mc"": ""3.563940049986474"", ""mname"": ""IMR"", ""pc"": ""1550"", ""pcd"": ""900"", ""pname"": ""4166"", ""pt"": ""12.777777777777777"", ""tcc"": ""0"", ""tch"": ""0"", ""z1"": ""0.2945"", ""z2"": ""0.7945""}], ""title"": "".30-06 Spring. HXP 77 (30-06 Springfield, 30-06, 7,62 x 63) PPU, PPB30MC150, 0.308, 150.00 grain IMR 4166""}"
3,6,"6.5 Creedmoor Starline LR Hornady, ELD-M #26175, 0.264, 120.00 grain IMR 4166",6.5 Creedmoor Starline LR,"Hornady, ELD-M #26175, 0.264, 120.00 grain",4166,c:\Users\bjjoh\OneDrive\Dokumenter\Programering\Hjemmelading\reference_data\doku\en\faq\files\6.5_cm_120_heldm_imr4166_2.80_oal_2x2_1.load,"{""caliberfiles"": [{""E"": ""3.84"", ""E1"": ""10.39"", ""EE"": ""3400.00"", ""Emin"": ""1.40"", ""FG"": ""0.00"", ""G1"": ""6.72"", ""G2"": ""0.00"", ""H1"": ""7.49"", ""H2"": ""7.49"", ""L0"": ""0.00"", ""L1"": ""37.84"", ""L2"": ""41.52"", ""L3"": ""48.77"", ""L3G"": ""58.42"", ""L4"": ""0.00"", ""L5"": ""0.00"", ""L6"": ""71.76"", ""M"": ""25"", ""P0"": ""0.00"", ""P1"": ""11.95"", ""P2"": ""11.74"", ""PE"": ""5438.00"", ""PK"": ""5003.00"", ""Pmax"": ""4350.00"", ""R"": ""1.37"", ""R1"": ""12.01"", ""R3"": ""0.00"", ""S"": ""48.01"", ""V"": ""53.80"", ""alpha"": ""60.00"", ""altname"": """", ""beta"": ""35.00"", ""c_E"": ""3.84"", ""c_F"": ""6.50"", ""c_Fe"": ""0.10"", ""c_Fe_auto"": ""0.00"", ""c_Fe_proof"": ""0.00"", ""c_G"": ""9.65"", ""c_G1"": ""6.72"", ""c_H1"": ""7.54"", ""c_H2"": ""7.52"", ""c_L0"": ""0.00"", ""c_L1"": ""37.76"", ""c_L2"": ""41.42"", ""c_L3"": ""48.90"", ""c_N"": ""6.00"", ""c_P0"": ""0.00"", ""c_P1"": ""11.98"", ""c_P2"": ""11.76"", ""c_Q"": ""34.66"", ""c_R"": ""0.00"", ""c_R1"": ""12.01"", ""c_R2"": ""0.00"", ""c_R3"": ""0.00"", ""c_S"": ""47.95"", ""c_Z"": ""6.71"", ""c_alpha"": ""60.00"", ""c_alpha1"": ""90.00"", ""c_b_"": ""2.29"", ""c_delta"": ""0.00"", ""c_h_"": ""0.40"", ""c_i_"": ""1.50"", ""c_r1max"": ""0.76"", ""c_r2_"": ""3.18"", ""c_r_"": ""0.00"", ""c_s_"": ""5.45"", ""c_u_"": ""203.00"", ""c_w_"": ""0.00"", ""cby"": ""REFERENCE"", ""cdate"": ""2020-12-25"", ""cipdate"": ""2012-05-30"", ""cipname"": ""6.5 Creedmoor"", ""ciporigin"": ""US"", ""cippdf"": ""https://bobp.cip-bobp.org/uploads/tdcc/tab-i/6-5-creedmoor-en.pdf"", ""ciprevdate"": ""1900-01-01"", ""ciptype"": ""1 rimless"", ""delta"": ""36.00"", ""descr"": """", ""f"": ""0.38"", ""mby"": """", ""mdate"": """", ""mode"": """", ""origin"": ""cip-bobp.org"", ""r1min"": ""0.76"", ""r2"": ""3.18"", ""sebert"": ""0.50"", ""standard"": ""CIP"", ""status"": """", ""type"": """"}], ""calibers"": [{""Aeff"": ""34.645091999999998"", ""CaliberName"": ""6.5 Creedmoor Starline LR"", ""Dz"": ""6.7056"", ""caselen"": ""48.770539999999997"", ""casevol"": ""3.47242180333027"", ""method"": ""Piezo CIP"", ""oal"": ""71.11999999999999"", ""pMaxZul"": ""4349.9713238325276"", ""ps"": ""250.00389945026618"", ""sebert"": ""0.5"", ""shotshell"": ""false""}], ""projectiles"": [{""Dbul"": ""6.7056"", ""ProjectileName"": ""Hornady, ELD-M #26175, 0.264, 120.00 grain"", ""g1bc"": ""0.458"", ""g7bc"": ""0"", ""gTailDiaA"": ""6.700519999999999"", ""gTailDiaB"": ""5.08"", ""gTailType"": ""2"", ""gUBCS"": """", ""gdepth"": ""8.181340000000009"", ""gfriction"": ""0"", ""gfrictionUnlock"": ""false"", ""glen"": ""30.530799999999996"", ""gpressure"": ""172"", ""gtailh"": ""3.56108"", ""lotid"": ""2019"", ""mname"": ""Hornady"", ""mode"": ""userfile"", ""mp"": ""7.775869199970489"", ""pname"": ""ELD-M #26175""}], ""propellants"": [{""Ba"": ""0.602"", ""Qex"": ""3860"", ""a0"": ""1.0792"", ""eta"": ""1"", ""imageUuid"": ""8b924457b20bbd8fa1a670f9974fca5a"", ""k"": ""1.2333"", ""laddercnt"": ""2"", ""laddermc"": ""0.129597819999508"", ""lotid"": ""2020-03-02"", ""mc"": ""2.656755309989917"", ""mname"": ""IMR"", ""pc"": ""1550"", ""pcd"": ""900"", ""pname"": ""4166"", ""pt"": ""10"", ""tcc"": ""0"", ""tch"": ""0"", ""z1"": ""0.2945"", ""z2"": ""0.7945""}], ""title"": ""6.5 Creedmoor Starline LR Hornady, ELD-M #26175, 0.264, 120.00 grain IMR 4166""}"
4,7,"6.5 Creedmoor Starline LP Hornady, BTHP 26335, 0.264, 140.00 grain IMR 4166",6.5 Creedmoor Starline LP,"Hornady, BTHP 26335, 0.264, 140.00 grain",4166,c:\Users\bjjoh\OneDrive\Dokumenter\Programering\Hjemmelading\reference_data\doku\en\faq\files\6.5_cm_140_hhpbt_imr4166_2.825_oal_2x2_1.load,"{""caliberfiles"": [{""E"": ""3.84"", ""E1"": ""10.39"", ""EE"": ""3400.00"", ""Emin"": ""1.40"", ""FG"": ""0.00"", ""G1"": ""6.72"", ""G2"": ""0.00"", ""H1"": ""7.49"", ""H2"": ""7.49"", ""L0"": ""0.00"", ""L1"": ""37.84"", ""L2"": ""41.52"", ""L3"": ""48.77"", ""L3G"": ""58.42"", ""L4"": ""0.00"", ""L5"": ""0.00"", ""L6"": ""71.76"", ""M"": ""25"", ""P0"": ""0.00"", ""P1"": ""11.95"", ""P2"": ""11.74"", ""PE"": ""5438.00"", ""PK"": ""5003.00"", ""Pmax"": ""4350.00"", ""R"": ""1.37"", ""R1"": ""12.01"", ""R3"": ""0.00"", ""S"": ""48.01"", ""V"": ""53.80"", ""alpha"": ""60.00"", ""altname"": """", ""beta"": ""35.00"", ""c_E"": ""3.84"", ""c_F"": ""6.50"", ""c_Fe"": ""0.10"", ""c_Fe_auto"": ""0.00"", ""c_Fe_proof"": ""0.00"", ""c_G"": ""9.65"", ""c_G1"": ""6.72"", ""c_H1"": ""7.54"", ""c_H2"": ""7.52"", ""c_L0"": ""0.00"", ""c_L1"": ""37.76"", ""c_L2"": ""41.42"", ""c_L3"": ""48.90"", ""c_N"": ""6.00"", ""c_P0"": ""0.00"", ""c_P1"": ""11.98"", ""c_P2"": ""11.76"", ""c_Q"": ""34.66"", ""c_R"": ""0.00"", ""c_R1"": ""12.01"", ""c_R2"": ""0.00"", ""c_R3"": ""0.00"", ""c_S"": ""47.95"", ""c_Z"": ""6.71"", ""c_alpha"": ""60.00"", ""c_alpha1"": ""90.00"", ""c_b_"": ""2.29"", ""c_delta"": ""0.00"", ""c_h_"": ""0.40"", ""c_i_"": ""1.50"", ""c_r1max"": ""0.76"", ""c_r2_"": ""3.18"", ""c_r_"": ""0.00"", ""c_s_"": ""5.45"", ""c_u_"": ""203.00"", ""c_w_"": ""0.00"", ""cby"": ""REFERENCE"", ""cdate"": ""2020-12-25"", ""cipdate"": ""2012-05-30"", ""cipname"": ""6.5 Creedmoor"", ""ciporigin"": ""US"", ""cippdf"": ""https://bobp.cip-bobp.org/uploads/tdcc/tab-i/6-5-creedmoor-en.pdf"", ""ciprevdate"": ""1900-01-01"", ""ciptype"": ""1 rimless"", ""delta"": ""36.00"", ""descr"": """", ""f"": ""0.38"", ""mby"": """", ""mdate"": """", ""mode"": """", ""origin"": ""cip-bobp.org"", ""r1min"": ""0.76"", ""r2"": ""3.18"", ""sebert"": ""0.50"", ""standard"": ""CIP"", ""status"": """", ""type"": """"}], ""calibers"": [{""Aeff"": ""34.645091999999998"", ""CaliberName"": ""6.5 Creedmoor Starline LP"", ""Dz"": ""6.7056"", ""caselen"": ""48.770539999999997"", ""casevol"": ""3.47242180333027"", ""method"": ""Piezo CIP"", ""oal"": ""71.760080000000002"", ""pMaxZul"": ""4349.9713238325276"", ""ps"": ""250.00389945026618"", ""sebert"": ""0.5"", ""shotshell"": ""false""}], ""projectiles"": [{""Dbul"": ""6.7056"", ""ProjectileName"": ""Hornady, BTHP 26335, 0.264, 140.00 grain"", ""g1bc"": ""0.58"", ""g7bc"": ""0"", ""gTailDiaA"": ""6.700519999999999"", ""gTailDiaB"": ""5.10032"", ""gTailType"": ""2"", ""gUBCS"": """", ""gdepth"": ""10.843259999999994"", ""gfriction"": ""0"", ""gfrictionUnlock"": ""false"", ""glen"": ""33.832799999999999"", ""gpressure"": ""250"", ""gtailh"": ""3.79984"", ""lotid"": ""2019"", ""mname"": ""Hornady"", ""mode"": ""0"", ""mp"": ""9.07184739996557"", ""pname"": ""BTHP 26335""}], ""propellants"": [{""Ba"": ""0.602"", ""Qex"": ""3860"", ""a0"": ""1.0792"", ""eta"": ""1"", ""imageUuid"": ""8b924457b20bbd8fa1a670f9974fca5a"", ""k"": ""1.2333"", ""laddercnt"": ""2"", ""laddermc"": ""0.129597819999508"", ""lotid"": ""2020-03-02"", ""mc"": ""2.514197707990458"", ""mname"": ""IMR"", ""pc"": ""1550"", ""pcd"": ""900"", ""pname"": ""4166"", ""pt"": ""10"", ""tcc"": ""0"", ""tch"": ""0"", ""z1"": ""0.2945"", ""z2"": ""0.7945""}], ""title"": ""6.5 Creedmoor Starline LP Hornady, BTHP 26335, 0.264, 140.00 grain IMR 4166""}"
5,8,"6.5 Creedmoor Sierra, HPBT MatchK 1725C, 0.264, 120.00 grain Vihtavuori N540",6.5 Creedmoor,"Sierra, HPBT MatchK 1725C, 0.264, 120.00 grain",N540,c:\Users\bjjoh\OneDrive\Dokumenter\Programering\Hjemmelading\reference_data\doku\en\faq\files\powder-measure-template.load,"{""caliberfiles"": [{""E"": ""3.84"", ""E1"": ""10.39"", ""EE"": ""3400.00"", ""Emin"": ""1.40"", ""FG"": ""0.00"", ""G1"": ""6.72"", ""G2"": ""0.00"", ""H1"": ""7.49"", ""H2"": ""7.49"", ""L0"": ""0.00"", ""L1"": ""37.84"", ""L2"": ""41.52"", ""L3"": ""48.77"", ""L3G"": ""58.42"", ""L4"": ""0.00"", ""L5"": ""0.00"", ""L6"": ""71.76"", ""M"": ""25"", ""P0"": ""0.00"", ""P1"": ""11.95"", ""P2"": ""11.74"", ""PE"": ""5438.00"", ""PK"": ""5003.00"", ""Pmax"": ""4350.00"", ""R"": ""1.37"", ""R1"": ""12.01"", ""R3"": ""0.00"", ""S"": ""48.01"", ""V"": ""53.80"", ""alpha"": ""60.00"", ""altname"": """", ""beta"": ""35.00"", ""c_E"": ""3.84"", ""c_F"": ""6.50"", ""c_Fe"": ""0.10"", ""c_Fe_auto"": ""0.00"", ""c_Fe_proof"": ""0.00"", ""c_G"": ""9.65"", ""c_G1"": ""6.72"", ""c_H1"": ""7.54"", ""c_H2"": ""7.52"", ""c_L0"": ""0.00"", ""c_L1"": ""37.76"", ""c_L2"": ""41.42"", ""c_L3"": ""48.90"", ""c_N"": ""6.00"", ""c_P0"": ""0.00"", ""c_P1"": ""11.98"", ""c_P2"": ""11.76"", ""c_Q"": ""34.66"", ""c_R"": ""0.00"", ""c_R1"": ""12.01"", ""c_R2"": ""0.00"", ""c_R3"": ""0.00"", ""c_S"": ""47.95"", ""c_Z"": ""6.71"", ""c_alpha"": ""60.00"", ""c_alpha1"": ""90.00"", ""c_b_"": ""2.29"", ""c_delta"": ""0.00"", ""c_h_"": ""0.40"", ""c_i_"": ""1.50"", ""c_r1max"": ""0.76"", ""c_r2_"": ""3.18"", ""c_r_"": ""0.00"", ""c_s_"": ""5.45"", ""c_u_"": ""203.00"", ""c_w_"": ""0.00"", ""cby"": ""REFERENCE"", ""cdate"": ""2020-06-21"", ""cipdate"": ""2012-05-30"", ""cipname"": ""6.5 Creedmoor"", ""ciporigin"": ""US"", ""cippdf"": ""https://bobp.cip-bobp.org/uploads/tdcc/tab-i/6-5-creedmoor-en.pdf"", ""ciprevdate"": ""1900-01-01"", ""ciptype"": ""1 rimless"", ""delta"": ""36.00"", ""descr"": """", ""f"": ""0.38"", ""mby"": """", ""mdate"": """", ""mode"": """", ""origin"": ""cip-bobp.org"", ""r1min"": ""0.76"", ""r2"": ""3.18"", ""sebert"": ""0.50"", ""standard"": ""CIP"", ""status"": """", ""type"": """"}], ""calibers"": [{""Aeff"": ""34.659999999999997"", ""CaliberName"": ""6.5 Creedmoor"", ""Dz"": ""6.7056"", ""caselen"": ""48.770000000000003"", ""casevol"": ""3.399051634336941"", ""method"": ""Piezo CIP"", ""oal"": ""69.849999999999994"", ""pMaxZul"": ""4350"", ""ps"": ""250.00389945026618"", ""sebert"": ""0.5"", ""shotshell"": ""false""}], ""projectiles"": [{""Dbul"": ""6.7056"", ""ProjectileName"": ""Sierra, HPBT MatchK 1725C, 0.264, 120.00 grain"", ""g1bc"": ""0"", ""g7bc"": ""0"", ""gTailDiaA"": ""6.710679999999999"", ""gTailDiaB"": ""4.699"", ""gTailType"": ""2"", ""gUBCS"": ""T0H1B2S4N1"", ""gdepth"": ""9.298399999999999"", ""glen"": ""30.378399999999996"", ""gmaterial"": ""0"", ""gtailh"": ""3.990339999999998"", ""lotid"": """", ""mname"": """", ""mode"": """", ""mp"": ""7.775869199970489"", ""pname"": """"}], ""propellants"": [{""Ba"": ""0.5816"", ""Qex"": ""4000"", ""a0"": ""1.4074"", ""eta"": ""1"", ""imageUuid"": """", ""k"": ""1.2131"", ""laddercnt"": ""5"", ""laddermc"": ""0.064798909999754"", ""lotid"": ""2020-08-01"", ""mc"": ""2.656755309989917"", ""mname"": ""Vihtavuori"", ""pc"": ""1620"", ""pcd"": ""940"", ""pname"": ""N540"", ""po"": ""98066.5"", ""pt"": ""21"", ""tcc"": ""0"", ""tch"": ""0"", ""z1"": ""0.4882"", ""z2"": ""0.8341""}], ""title"": ""6.5 Creedmoor Sierra, HPBT MatchK 1725C, 0.264, 120.00 grain Vihtavuori N540""}"
